"Note","Description","key"
"1,5","ma note  2 5 quel navet indigent  un scénario de téléfilm avec des moyens dune production de seconde zone  will smith ne sait pas jouer autre chose et autrement que le prince de bel air  quant à bridget moynahan son unique expression cest de faire frémir ses narines quand elle est triste inquiète amoureuse déçue en action    de bien belles narines  en plus le comble ce film est crypto raciste il reproduit les clichés les plus éculés sur les noirs avec un effet de miroir impressionnant  en effet il y a 6 personnages importants qui peuvent être mis en symétrie et quand on les met en regard on constate  will smith le noir est flic sa partenaire blanche est psychiatre dans une grande firme  le patron de will smith est un flic noir le patron multimilliardaire de la psychiatre est un blanc  les deux vieux dans lhistoire sont gigi caricature de la bonne mama black qui cuisine pour will smith et un scientifique de haut niveau très old school bien entendu blanc   will smith est un producteur qui ne comprend pas les scénarios des films quil produit ",8
"4,0","epoustouflant des effets spéciaux à la limite de limaginable et un scénario qui tient la route malgres son improbable réalité  on se laisse prendre à lhistoire qui nous tient en haleine tout au long du film et un will s  toujours au sommet de sa formegrandiosepetit bémol    quelques incohérences ",9
"4,5","un très bon film  les acteurs sont impecc les effets spéciaux sont de qualité les robots rendent vraiment bien lunivers futuriste est crédible et plutôt beau le scénario bien ficelé musicalement cest réussi et la petite touche dhumour fonctionne  que demander de plus ",10
"4,0","jattendais avec impatience le dernier proyas  puis les critiques plutôt mauvaises tombant jai commencé à me méfier    pour finalement tomber sur une bonne surprise  certes cest un blockbuster avec son quota de scènes daction et de répliques pourries à respecter et où will smith fait du will smith    a des lieux de dark city donc    mais le film est bien foutu  des personnages consistants une ambiance sobre mais réaliste des robots bien intégrés dans la société que nous présente le film des jolies scènes daction et surtout un scénario intéressant  en utilisant loeuvre dasimov lhistoire se fixe sur une base solide  certes ce nest pas de la haute réflexion mais le film pose des questions intéressantes    non dénuées desprit critique  jai préféré ce film à minority report ",11
"4,0","i robot est un bon film de science fiction qui ne se prend pas la tête avec des explications douteuses pour introduire des robots et le méchant de lhistoire  will smith incarne comme il se doit son personnage et parvient à nous divertir sans soucis ",12
"1,0","très déçu par ce film  partant dun bon scénario  la prise de contrôle par la force du pouvoir par des robots sachant que ceux ci se sont substitués à quasi tous les emplois au sens jobs humains le film se perd dans une lassitude à toute épreuve     le suspense ne nous tient pas en haleine et même la bataille finale est abrutissante et inintéressante  malgré un bon scénario et un will smith dans le rôle du flic parano enfin pas tout à fait qui lui va bien ce film est daubé  le seul point intéressant est le concept car audi tt il me semble qui est magnifique le reste nest que désillusion et frustration dommage ",13
"4,0","cest certes très hollywoodien mais cette adaptation dasimov est maîtrisée de bout en bout par alex proyas qui malgré le pouvoir des producteurs et de la vedette will smith parvient à insuffler réflexion et émotion à son blockbuster ",14
"5,0","un très bon film  will smith est excellent il nous montre une fois de plus son super talent et le reste du casting est excellent  bridget moynahan bruce greenwood chi mcbride ou encore james cromwell   un scénario est très originale les effets spéciaux sont très réussi et la musique est super  un excellent divertissement ",0
"4,5","un excellent film de science fiction avec beaucoup daction et parfois de lhumour cest le meilleur film de will smith ",1
"4,0","film de science fiction inspiré de lœuvre disaac asimov auteur du cycle des fondations avec un will smith barraqué et de plus doté dun bras bionique  scénario est un peu traditionnel pour les amateurs de sf  des robots sunissent pour faire la révolution mais cette fois soit disant pour empêcher les humains de nuire à leur propre sécurité  certains ressorts du scénario sont prévisibles ex le coup du coup dœil et on se demande aussi pourquoi les robots ont subitement une lumière rouge lorsquils sont méchants  quelques placement produit audi un peu lourd mais le tout reste très agréable à regarder surtout grâce aux effets spéciaux très réalistes  a voir ",2
"0,5","alex proyas donne à will smith la possibilité de rejouer un personnage quil a déjà incarné une bonne dizaine de fois au cinéma ce qui empêche bien évidemment lacteur dinnover et de surprendre  a vrai dire cela est révélateur de lensemble du long métrage dont la structure a été utilisé maintes fois  on anticipe tout  la fin est risible tellement les clichés scénaristiques senchaînent dans une masse pathétique sans concession  une perte de temps ",3
"3,5","après la mort des trois soleils et lhomme bicentenaire cest au tour de limposante série de romans des robots disaac asimov dêtre adaptée à lécran  piochant dans les nombreuses nouvelles pour nen emprunter que le strict nécessaire lunivers la thématique certains personnages récurrents i robot établit un scénario pour le moins simpliste dans la forme les différentes intrigues complexes imaginées par asimov étant ici ramenées à une seule et même histoire  lenquête dun flic sceptique dans un univers futuriste où les robots sont devenus des hommes à tout faire omniprésents  ce flic cest will smith qui campe pour la énième fois un héros intrépide balançant vannes sur vannes tout en narrivant jamais à délaisser son côté beau parleur rebelle quil trimballe depuis bad boys  la présence de lacteur emmène donc le long métrage à être un puissant blockbuster garnies de scènes daction pas toujours utiles mais visuellement époustouflantes en témoignent limpressionnante séquence de course poursuite dans le tunnel la destruction de la maison où se trouve notre héros ou encore laffrontement final dans les rues du chicago de 2035  mis en scène par le brillant alex proyas qui délaisse les sombres ruelles de dark city pour des décors futuristes numériques incrustés sous fonds verts le long métrage reste donc avant tout un blockbuster haut de gamme  et si le film possède des défauts ils sont bien maquillés derrière cet amas daction et deffets spéciaux qui possède toutefois une histoire intrigante voire même passionnante où les thèmes chers à asimov notamment les trois lois de la robotique transgressées sont ici regroupés à travers une enquête haletante  ainsi outre les nombreux sponsors un tantinet omniprésents qui peuplent le film audi converse jvc    et linterprétation peu convaincante de will smith et de sa partenaire bridget moynahan i robot arrive à ne jamais tomber dans la gaudriole ratée et reste un excellent film de science fiction parfois prévisible parfois surprenant qui a le mérite de soulever encore aujourdhui des questions existentielles effrayantes ",4
"4,0","un mélange de policier avec un boulversement de lhumanité accompagnés par de très bons effets spéciaux et une histoire plus quoriginale autour des robots et de leurs fonctions et pensées ainsi quune équipe dacteurs qui ont fait leurs preuves dans dautre films  même si les dialogues ne sont pas à la hauteur ce film lest",5
"4,0","un film policier sf divertissant et tiré de loeuvre disaac asimov un des maîtres la littérature de science fiction  will smith toujours impeccable dans ce rôle de flic torturé par un drame passé et plein de rancoeurs contre les machines ",6
"4,0","un film de science fiction original et globalement réussi  la prestation de will smith na rien dextraordinaire en flic à lair cool mais le scénario original et la qualité des scènes dactions en numériques donne un rendu plus que convenable et nous assure un divertissement de très grande qualité  esthétiquement réussi i robot se hisse dans la catégorie des films de science fiction que lon ne voit que trop rarement en nous promettant une histoire originale et réussi sans aucun temps mort en nous évitant des passages abrutisant comme dans la majorité des films du genre  a noter la réalisation de alex proyas assez original notamment dans les scènes dactions mais qui peut néanmoins donner le tournis à plus dune personne  vous navez aucun prétexte si vous navez pas encore vu cette oeuvre futuriste ",7
"3,5","bon film de sf la première moitié de film est un peu lente à démarrer et sans surprise mais lintrigue réussi à être captivante et bien ficelé jusquau bout  les effets spéciaux et les décors futuristes sont bons  on peut regretter quelques clichés et certains personnages un peu plats voire pour dautres sans saveur comme leurs dialogues   et la manie de mettre plein de pub dans ce film même les chaussures de spooner ont droit à leurs scènes et will smith qui fait du will smith mais reste bon dans le rôle titre  ce blockbuster laisse évidemment une grande place à laction mais reste intéressant sans trop creuser sur les thèmes de la robotique daprès loeuvre dasimov et de la sécurité  reste un bon divertissement à voir ",8
"5,0","excellent film  aprés lincontournable dark cityle cinéaste alex proyas livre un tour de force avec ce long métrage danticipation prenant et audacieux en sinspirant des récits de issac assimov pour commencer la réalisation est maîtriser a la perfection en passant par un univers futuriste bluffant de réalisme et qui est servi par une bo efficace de marco beltrami qui sied parfaitement au long métrage  ensuite le scénario est captivante et  ingénieux qui pose quelques réflexions trés intéressante sur la technologie et lavenir de lhumanité a travers un rythme frénétique de 2h00 dont on voit pas le temps passerajouter a cela des effets spéciaux littéralement renversants ainsi que des séquences dactions  dune grande intensité en passant par un suspense palpitant ainsi quune note dhumour et démotion parfaitement intégré au film  enfin le casting est au top avec en tète daffiche lincontournable will smith qui livre une prestation de qualité dans la peau dun flic méfiant et tourmenter suite a un événement dramatique a ses cotés le comédien forment un duo trés efficace avec la ravissante bridget moynahan qui incarne une scientifique et psychologue dévouée a la cause des robots qui sont vite rejoint par l’énigmatique sonny un androïde artificielle intelligent et attachant jouant un rôle clé dans le film ainsi que quelques seconds roles en béton comme bruce greenwoodchi mcbridejames cornwell et shia laboeuf qui livrent une prestation dacteurs impeccable en conclusion i robot est un formidable thriller futuriste a la fois trépidanthaletantbrillant et saisissant qui mérite dentrer au panthéon des meilleurs films de sf des années 2000 et dont les amateurs du genre seront combler par ce petit bijou qui fait un belle hommage aux œuvres de issac assimov ",9
"3,5","de la sf de qualité plus tournée vers laction que vers la réflexion philosophique en dépit de linspiration initiale  la mise en scène est joliment rythmée et will smith se montre convaincant  tout nest pas parfait mais cest un film au dessus de la moyenne du genre utilisant habilement les canevas du policier et du thriller ",10
"3,5","will smith a encor fait un chef d’œuvre avec ce film magnifique qui vous entre dans un futur proche ou le monde nest plus que robot super intelligent et qui un jour font un crime  tout ca sur des images magnifique et un super scénario  de laction du suspens de laventure de langoisse et de lémotion super film a voir  ",11
"4,5","très bon film très bon acteur effet spéciaux magnifique  ce film ne subira pas le temps  très belle audi  ",12
"4,0","un excellent film de science fiction  will smith incarne un homme du futur qui doit vivre avec des robots  une excellente adaptation de la trilogie de romans futuristes disaac asimov  bridget moynahan a joué dans lord of war  on retrouve aussi james cromwell dans le rôle du créateur des robots ",13
"4,0","bien réalisé excellent film daction et bons effets spéciaux même si le scénario est un peu prévisible   ",14
"4,0","surement lun des meilleurs films de will smith et en plus il joue bien  le film vaut déjà le coup d’œil pour ça  ensuite pour ses effets spéciaux qui sont excellents encore plus pour lépoque  et puis le sujet est loin d’être inintéressant  proyas réussit lexploit de bien concrétiser un mythe cellui de la révolte des robots  celle ci prend d’ailleurs place dans un futur proche qui  et cest pour moi lun des meilleurs points du film  reste très crédible  on imagine très bien des villes comme celles du film dici pas longtemps  on retiendra également les superbes scénes dactions en particulier celle du tunnel  enfin il est difficile de ne pas parler du scénario qui est tout simplement génial très bien trouvé et très bien écrit et riche en bonnes idées  le clin d’œil pour ne parler que de ça   coté interprétation will smith est bon  pas les autres  ils sont juste crédibles  quant à la réalisation elle est tout de même assez bonne et si elle manque peu de font elle est rapidement oubliée par la mise en scéne  bref un très bon film de science fiction à voir ",0
"4,5","oui il est très bien ce film très actuel malgrès que ce soit de la science fiction parce que la technologie intelligente on est en plien dedans  les ingenieurs en parlent    enfin bref bon film daction audi magnifique et bel acteur sous la douche   ",1
"3,0","un scénario classique pour la sf simple mais efficace  a noter shia labeouf a le même rôle de petit rigolo inutile que pour constantine drôle de début de carrière pour lui ",2
"4,0","très bon divertissement et film de science fiction cest très crédible en plus et will smith joue toujours aussi bien ",3
"3,0","bon film de sf  will smith est comme très souvent très bon  à voir ",4
"4,0","i robot est un thriller de science fiction réalisé par alex proyas et sortit sur nos écrans en 2004 mais à bizarrement vu le jour en dvd 3 longues années après  ce film s’inspire d’un classique des années 50 intitulé « les robots » d’isaac asimov n’étant autre qu’un recueil de nouvelles  ainsi ce film retrace l’histoire du détective spooner alias notre will smith adoré qui dans un futur proche en 2035 à l’heure ou le robot est devenu présent partout dans le monde et tient son rôle d’assistant parfait pour l’homme seul le détective spooner néglige cette modernisation robotique et pour cause lorsque le suicide d’alfred lanning chercheur en robotique intervient il s’annonce la preuve pour spooner que les robots ne sont pas si parfaits qu’il le prétende  convaincu jusqu’au bout de ces idées spooner mènera son combat entre l’homme et la machine chose vraiment très intéressante suivant plusieurs thèmes  qui combiné donnent un tout assez agréable visuellement et scénaristiquement moderne  parmi ces sujets l’on distingue la ce combat entre l’homme et la machine alors qu’en ce moment même elle se révèle peu à peu prendre de plus en plus d’ampleur soutirant même du travail à l’homme le fait de voir ce que les robots peuvent apporter aux hommes et beaucoup d’autres assez profondes et intelligentes comme la logique humaine  de plus on voit clairement dans cette idée du futur proche quelques clins d’œil et hommages à star wars  le scénario est assez bien travaillé et vraiment bien mis en scène avec des effets spéciaux époustouflants et des effets visuels magnifiques  encore une fois petite anecdote la couleur du bleu est présente absolument partout dans le film comme dans presque tous les films de science fiction ici il vire à l’obsession  la bande originale m’a semblé correcte comme tout bon film d’action qui se respecte  ainsi ce thriller de science fiction se révèle aussi haletant que visuellement admiratif avec un très bon casting notamment will smith je suis une légende men in black sept vies a la recherche du bonheur wild wild west… qui excelle en détective convaincu et au tempérament vraiment particulier mais assez divertissant de par ses sous entendus toujours très drôles et bien trempés à noté également la présence dans un rôle minime mais assuré de bout en bout par shia leboeuf transformers paranoïak… les idées sont bien trouvés comme ces 3 lois installés dans le système d’un robot qui eux sont vraiment bien rendus conçu par le designer de godzilla independance day ainsi on n’a pas à faire à un novice  de plus on se demande vraiment comment alex proyas à t il fait pour tourner cet ultime scène aussi époustouflante que prenante  malgré un film que j’ai trouvé très bon je l’ai trouvé assez long et pourtant je ne sais pas pourquoi puisque celui ci ne dure qu’1h45…  sans trop être un chef d’œuvre que je regarderais des dizaines de fois ce film s’avère autant prenant et intelligent qu’un film comme sans identité par exemple  a voir au moins une fois ",5
"4,0","un excellant film de sciences fiction centré sur un thème de plus en plus présent dans le genre  lopposition entre les humains et ce quils ont crées et quils ne controlent plus ici il sagit de robots à priori inoffensifs mais en fait dévastateurs  will smith est parfait dans le rôle du seul contre tous et impose le charisme quil faut les effets spéciaux sont réussis les scènes daction sont spectaculaires et le scénario a suffisamment dépaisseur pour que lon sinterroge sur la réelle évolution des sociétés  lensemble donne un divertissement de très bonne facture  a ne pas manquer pour les amateurs du genre ",6
"4,5","un excellent film de science fiction avec une idée que lon peut qualifier doriginal qui est très bien exploité autant dans les robot que les humains et lenquête  une histoire avec des rebondissements et des surprises qui reste claire et cohérent mais le scénario nest pas toujours logique dans les scènes dactions je ne donnerai pas dexemples vous lavez sûrement remarqué ou vous le remarquerez  on nous dévoile des informations tout au long du film pour créer linattendue   un bon scénario à part quelques scènes dactions   un dialogue se rattachant au film avec un brin dhumour dans quelques répliques   will smith est excelle ",7
"3,5","bon film avec de laction de lhumour et will smith  certes ce nest pas son meilleur film mais il vaut quand même le coup dêtre vu ",8
"3,5","blockbuster sf adapté de lœuvre dasimov porté par le réalisateur de dark city chef dœuvre sous estimé du genre avec un will smith alors au sommet de sa carrière i robot avait de quoi attirer lœil mais aussi la crainte du pire  finalement ce ne sera ni le chef dœuvre souhaité ni la bouse redoutée juste un gros film daction un peu plus intelligent que la moyenne avec de bons effets spéciaux et de nombreux passages agaçants les 10 premières minutes de pubs non stop sont terribles  si on peut regretter que lœuvre originelle plusieurs dizaines de nouvelles sur ce thème soit dénaturée on peut aussi apprécier que le fond du discours soit préservé  on retiendra du coup un film acceptable loin des attentes que je portais sur lui mais pas aussi nigaud que le voudrait sa légende  pas mal mais peut mieux faire ",9
"4,0","i robot possèdent un scenario malin mais assez flippant  le casting est parfait servi par un will smith une nouvelle fois irréprochable  dans ce film il y a de laction une petite pointe dhumour et surtout il nous fait réfléchir sur la technologie a tout prix ",10
"5,0","super  les effets spéciiaux sont sensasionelles ",11
"4,5","un excellent film d’action brillant et original d’alex proyas avec des effets spéciaux à couper le souffle un will smith très bon et un scénario très original ",12
"4,0","un film futuriste exeptionnel  le sujet est pas mal  cest un film sympa à voir qui nous fait reflechir sur notre future   un bon will smith rien à dire sur lui ",13
"4,0","un scénario excellent et très réfléchie un will smith plutôt bon même si ce nest pas transcendant et des effets spéciaux très bien fichu notamment les robots qui sont très bien fait  le rythme est bien géré car il ya très peu de temps mort mais cest surtout ce twist final qui est génial vraiment intelligent ",14
"4,0","très bon film daction  des effets réussis  on nous entraîne dans un futur où règnent les robots  cest du déjà vu mais on ne sen lasse pas",0
"1,0","sans grand intéret  ce film na pas de suspence  will smith se la joue gros bras et il passe pour un débile ",1
"3,5","i robot possèdent un scenario malin mais assez flippant  le casting est parfait servi par un will smith une nouvelle fois irréprochable  dans ce film il y a de laction une petite pointe dhumour et surtout il nous fait réfléchir sur la technologie a tout prix ",2
"3,5","pas mal  au début je nétais pas sur de vouloir le regarderai mais finalement je ne suis pas déçue  certes jai connue mieux comme film mais cest vraiment sympa et ça change de ce quon a lhabitude de voir ",3
"1,0","he bien he bien ce film cest un peu hollywood dans toute sa splendeur  une vraie fausse bonne idée avec une morale vaseuse sur lhomme et la machine  attention il en faut dans le cibouleau pour bien comprendre le message du scénar  les robots sont marrants ils méritent une étoile ",4
"3,5","même si lhistoire peu paraître peu originale cela reste un très bon film de science fiction ",5
"4,5","un excellent film de science fiction que je prend toujours autant de plaisir à regarder  lintrigue est très intéressante et originale  on ne sennuie pas le scénario déroule en permanence garde le spectateur captivé  will smith en spooner cest une grande réussite  un très bon film à voir et revoir on ne sen lasse pas ",6
"4,0","traitant un thème finalement peu présent au cinéma i robot reprend assez bien lesprit des livres de asimov même si la réflexion sur les trois lois aurait pu être poussée encore plus loin  pour autant lintrigue est suffisamment bien ficelée pour nous tenir en haleine jusquau bout  smith est toujours aussi sympa à regarder et moynahan est plutôt ressemblante au personnage de susan calvin  bref une autre réussite de proyas à voir",7
"4,0","de tres beaux décorset de beaux effets spéciauxun bon film daction futuriste ",8
"2,0","film de sciences fictions donc sans limite et pourtant on retombe dans un débat classique décevant ",9
"5,0","film super  action et histoire comme je lais aime",10
"2,5","sympathique sans plus  jai apprécié le rôle de bridget moynahan très mignone ",11
"5,0","un thriller futuriste des plus appréciables  une histoire policière très agréable a suivre  des effets spéciaux a couper le souffle et un will smith très bon  grâce a un réalisateur efficace ce film est une petite perle de sf ",12
"3,5","bon film de sf au scénario solide et très intelligent ",13
"3,0","pour lépoque javais beaucoup aimé les effets spéciaux  en ce qui concerne lhistoire le cinéma de science fiction nous a offert mieux certes  mais ça valait le petit coup d’œil quand même ",14
"3,0","assez partagé sur lensemble car jai trouvé ça vraiment intéressant sur le plan anticipation  on a un vrai scénario de science fiction avec des détails crédibles les parkings verticaux nouvelle génération les robots au service des humains    mais beaucoup trop simpliste et lourd au niveau de certains effets spéciaux des cascades et de certaines situations trop exagérées ou trop gnangnan le moment du souvenir avec la petite fille et les larmes de will smith    dailleurs il joue une énième fois un rôle quil a déjà joué dans dautres films du même genre mais il faut dire quil est plutôt bon là dedans  certains passages sont quand même assez impressionnants visuellement parlant  au final on passe un moment sympa de divertissement mais il ne restera pas dans les annales ",0
"3,5","i robot est un film de science fiction plutôt pas mal will smith est vraiment bon en tant quacteur il est fait pour jouer dans ce type de film ya aucun doute  lhistoire est vraiment bien je trouve assez original sa change des invasions dextraterrestres  les effets spéciaux sont vraiment pas mal la fin par contre aurait pu durée plus longtemps spoiler  les robots qui se manifestent contre les hommes pour moi tous passe trop rapidement appart sa le film tient la route et cest sans mauvaise volonté que je le re regarderais encore une fois  ",1
"0,5","entre clip de pub navrant et philosophie à deux sous pour abrutis finis i robot senlise progressivement dans le grotesque et le grandiloque  quil soit niais on en conviendra on en voit souvent des films comme ceux là mais arriver à un stade aussi candide que celui ci à de quoi en fasciner plus dun  entre autre on pensera à la scène finale où la vieille femme retrouve la foie en la réussite de lêtre humain et à ses capacités à faire de tout être artificiel un esclave à part entière  on se croirai dans une des réflexions du temps de jules ferry en période de colonisation européenne disant  les races supérieurs ont le devoir de civiliser les races inférieures  débile ou non croire à cette histoire là vous demandera une forte expérience dans la bêtise  dun pathétisme dérisoire le réalisateur touche le degré zéro de la science  fiction ",2
"2,0","encore une variation futuriste sur les dérapages de la technologie terminator matrix    qui bénéficie toutefois deffets spéciaux et de scènes daction assez efficaces pour ne pas sendormir ",3
"0,5","jai regardé la moitié et jen ai eu marre de voir que des decors numerique tout est numerique et ca ca me soule et puis jpense quon met trop facilement will smith au rang de star mais jtrouve que ses films sont pas terribles",4
"3,0","jai été surprise par cette interessante histoire et la prestation de will smith ",5
"3,5","cest un film assez divertissant lui même mais will smith rend le spectacle encore meilleur comme dhabitude",6
"4,5","pas le meilleur film de tous les temps mais des effets spéciaux très réussis  a tel point quon se demande si les robots sont joués par de vrais acteurs   will smith est tellement grandiose quon se demande pourquoi il nest aps plus souvent au cinéma   ce film aurait vraiment pu être le pilote dune série tv tellement que le thème des robots est vaste  une autre solution consisterait à produire une suite à cet excellent film  on peut toujours espérer ",7
"5,0","un film tout simplement génial le scénario assure les effets spéciaux sont joli will smith est toujours aussi brillants dans son jeu dacteur cest lun des meilleures ce film est un de mes préféré de will smith ",8
"4,0","un très bon film de science fiction qui sort de lordinaire avec une histoire originale qui ne tombe jamais dans les clichés  will smith est convaincant et le monde futuriste bien imaginé  les robots aussi sont très bien faits et malgré ses 10 ans les effets visuels sont toujours efficaces ",9
"3,5","un thriller de sf et danticipation de bonne facture au scénario prenant cest aussi un questionnement intéressant sur là place de la robotique dans notre société  bien que certaines scènes daction et de poursuites soient peu vraisemblables lensemble reste alerte  w  smith porte totalement le film par son charisme et son énergie ",10
"2,5","un bon divertissement porté par lénergie communicative dun will smith en grande forme mais qui a malheureusement bien du mal à se mettre en place et qui narrive pas à égaler le roman original disaac asimov ",11
"4,0","un tres bon will smith  la thématique des robots est ben abordée mais on reste quand même dans un film us avec beaucoup daction  superbe réal dalex proyas dommage quil se fasse si rare ",12
"3,5","pas très original mais divertissant  will smith joue les blade runner dans un environnement à la demolition man et mène son enquête dans le même labo de a laube du 6ème jour  on pense aussi à terminator pour skynet à la menace fantôme et son armée de droïdes et bien sur à 2001 et son inoubliable hal 9000    bref ce nest pas un mauvais film mais juste un blockbuster auquel il manque une certaine profondeur  a part ça will smith nous fait du will smith a tel point quon se croit parfois dans men in black  par contre ya rien à redire sur les effets spéciaux ni la musique de marco beltrami  bien",13
"2,5","un film de science fiction assez interrésant ou will smith campe un rôle crédible mais le film natteint pas les sommets que lon pouvait espèré ",14
"3,0","i robot est tiré dune nouvelle du célèbre plus grand auteur de s f  isaac asimov bien que la dimension de ce film a pour but de prévenir et dapporter une réflexion pour éviter que nos robots se transforme en skynet will smith prend de la place et napporte pas grand chose à part un honnête divertissement qui ne se prend pas forcément au sérieux avec ses blagues soit excessif mal placé ou juste lourde la population ne se souviendra pas du message ni de la réflexion qui est apporté à part une grosse méchante i a qui veut asservir notre planète cest à dire tout ce que notre grand maître de science fiction à essayé de lutter  un énième frankeinstein ",0
"3,0","ce thriller futuriste est une bonne surprise et se révèle très agréable à regarder ",1
"5,0","irobot est un des films danticipation des plus passionnants  non pas pour son scénario et son acteur principal mais par lidée et lanticipation quil dégage  lhomme a toujours rêvé de substituer ses efforts par laide de la robotique  ici se pose le problème à travers un meurtre jusquoù pourrait dans labsolu nous amener ces avancées technologiques  une critique assez bonne de la robotique et la cybernétique  de plus i robot est aussi un bon film daction les effets spéciaux sont assez bien réussis et efficaces  a avoir chez soi",2
"4,5","la spécialité du réalisateur de dark city un univers sombre comme dans the crow avec une touche d’humour venant du prince de bel air il ne manque pas d’air à jouer dans cette science fiction qui mène vers un futur pessimiste  le jour viendra d’adapter une nouvelle littéraire d’isaac asimov où ses robots rêveurs penseurs artistes créés cette utopie dystopie effarante ils obéissent un point c’est tout  j’en abuse pas trop de son excellence du scénario la philosophie d’une autonomie indépendamment consciencieuse dans ces robots design classe so cool s’occupent de faire grâce à la programmation innée de l’homme père créateur leurs buts ne sont pas de s’en prendre mais de s’extirper  c’est l’esprit machine the ghost in the shell un manga d’animation inspiré pour référence dans cette réalisation plus doux moins complexé ça satisfait que je me contenterais de cela ",3
"5,0","un excellent film de science fiction signé alex proyas après ces déjà cultes the crow et dark city  l histoire est bourré de bonnes idées les effets spéciaux sont extrêmement soignés et réussis qui servent parfaitement le film et son univers futuriste et relativement sombre  ils vieilliront sûrement bien au même titres que ceux de terminator 2 ou indépendance day qui sont toujours impressionnant de nos jours ce qui assez rare  le casting est parfait et will smith assure en flic obstiné près a tous pour faire éclaté la vérité  un excellent divertissement",4
"3,5","a limage de bon nombre de films de science fiction i robot ne réussit pas à passer outre les incohérences les inombrables fautes les erreurs de montages et les scènes tellement improbables quelles en deviennent risible  il reste cependant un divertissement très satisfaisant puisqualex proyas nous en met plein la vue avec ses effets spéciaux à couper le souffle donnant lieu à un spectacle visuel de toute beauté notamment sur lesthétique des robots très expressifs  heureusement aussi que le beau will smth est là pour sauver le monde  cet acteur a un charisme et un charme fou  plaira plus aux garçons quaux filles même si commme je lai dit ces dernières se régaleront plus devant la plastique du personnage que devant les cascades et les explosions dont la réalisation est parsemée ",5
"3,0","inspiré de plusieurs nouvelles disaac asimov alex proyas a saisi lunivers de lauteur de sf   anticipation et les questions éthiques et philosophiques liées à la robotique  est on en raison de nos origines bilogiques génétiques ou en raison de notre existence concrète  beaucoup daction autour de cela ce qui fait du film un blockbuster hollywoodien comme il se doit  nous ne sommes plus dans du tout dans lambiance de film de dark city mais cest un bon spectacle ",6
"2,5","trop de cliché tue le cliché   will smith en fait trop cest lourd mais bon il reste agréable à regarder surtout les robots qui ont été très bien imaginés et sont très esthétiques",7
"2,5","on regarde on éteint le poste et on se dit que cétait bien mais sans plus ",8
"2,5","dans ce divertissement efficace de s f rèalisè par le virtuose alex proyas will smith trouve un rôle à sa mesure en incarnant un flic du futur qui enquête sur la mort dun savant prètendument assassinè par un robot ses recherches le conduisent à percer des secrets dans un monde où les androïdes sont programmès pour servir et non pas pour tuer les humains adaptèe dun classique du scientifique et romancier isaac asimov thèoricien des trois lois de la robotique cette fable philosophique emmène le spectateur au coeur dun suspense futuriste sous loeil acèrè du rèalisateur de dark city à ce jour le meilleur film de proyas  avec ses effets visuels de grande qualitè les robots sont particulièrement bien imaginès et son quota de scènes daction spectaculaires le spectateur na pas vraiment le temps de sennuyer de plus c’est un film qui pose des questions intèressantes   ",9
"3,0","i robot est un bon film de science fiction action qui malgré des effets spéciaux réussis et sans grands défauts ne reste pas exceptionnel  un bon divertissement néanmoins qui se regarde sans prise de tête ",10
"3,0","j ai du mal à voir i robot que comme un sous blade runner version blockbuster  si le film ouvre quelques pistes intéressantes sur l intelligence artificielle le contrôle de la science une critique de la nature humaine il souffre selon moi de quelques tares qui le gâte trop au final  en premier lieu des effets spéciaux pas toujours nickel comme dans la scène de poursuite en voiture qui fait très clairement trop numérique quelques placements produits un peu trop voyant à mon goût un will smith dont le roulement de mécanique ferait pâlir aldo maccione lui même  le film se laisse pourtant très bien suivre et répond très bien à sa promesse de divertissement mais je pense quil y avait matière à faire mieux ",11
"3,0","une dizaine dannée après sa sortie en salle i robot a un air vaguement cheap  il faut dire que lépanouissement personnel des robots est devenu un thème très commun de nos jours voir le dernier en date chappie leffet de surprise est bien dépassé  remettons nous dans le contexte  2004 lère matrix qui a révolutionné les films dactions sf et bien sur le post traumatisme du bug de lan 2000  cétait bien le bon moment  je ne comprends donc pas pourquoi ou nous matraque encore tous les trois mois avec ce film sur les chaînes gratuites il y en a plein dautres qui mériteraient leur passage mais bon  malgré tout ça reste du divertissement valeur sûre et lhistoire bien que simpliste a un aspect précurseur intéressant  je suis assez fan du graphisme des robots et les scènes dactions ne sont pas déplorables  si vous lavez loupé hier soir alors    rendez vous dans trois mois ",12
"3,0","un bon film daction  dans un cadre de science  fiction   will smith est très bien jouant assez subtilement les décors sont très soignés et la mise en scène solide  le scénario tient la route  un bon moment de cinéma spectacle  ",13
"4,0","voici un bon blockbusters de lannée 2004  ce dernier comporte un scénario qui tient efficacement la route et des effets spéciaux de qualité  will smith joue bien et on sort de la salle satisfait après avoir visionné ce film de science fiction ",14
"1,0","quitte à traiter la question de lintelligence artificielle et de la limite homme machine autant aller voir a i  car ici tout est prétexte à nous sortir un enchainnement de scéne daction à grands coups deffets spéciaux  seul les fans daction et de 3d seront ravi ",0
