"Note","Description","key"
"4,5","un scénario original ou lon va partir dans nos rêve  brillamment mis en scène par christopher nolan qui nous livre un chef doeuvre  les effets spéciaux sont tout simplement bluffant  les acteurs sont tous impeccable  linterpretation de leonardo di caprio et parfaite et nous montre a nouveau tout sont génie même sans la patte de scorceses   pour la music très proche du précédent film de nolan dark night une musique qui nous emportent vers le rêve une réussite pour les oreille    inception et le film de lannée et certainement le film le plus original depuis 10 ans ",4
"4,5","waou  quelle claque monumentale  un pur film nolan  un scénario inédit du jamais vu vraiment  on sen prend plein la rétine devant un tel film riche en effets visuels et des idées scénaristiques  des acteurs remarquables avec la divine ellen page toujours aussi lumineuse  des décors géniaux des rebondissements tous les 10 minutes  chris nolan est allé tres loin avec ce film novateur et philosophique absolument remarquable et convaincant  a voir de toute urgence ",5
"5,0","jaime avoir cette impression davoir assisté à un grand moment dans lhistoire du cinéma en sortant de la salle et cest ce que jai éprouvé en sortant de inception    il est dur de faire la critique dun tel film sans tomber dans le bateau    tellement extraordinaire avec un casting des plus remarquable des images fantastiques et un sujet passionnant lesprit humain    nolan nous transporte dans un monde ou le réel et le rêve se mélangent jusquà ne former quun tout les personnages sont touchant et on est vraiment anxieux de savoir sils vont arriver à leur fin  mais ce nest pas tout le principe de limplantation dune idée dans un esprit bien que très complexe est explicité de manière très simple et on voit que le but nest pas de faire compliqué mais que cela ce doit dêtre compliqué pour rester crédible  les points forts du film restent les très nombreux niveaux de lecture que lon peut avoir real or not real    lexcellent dicaprio comme toujours et façon quont les protagonistes du film de transformer les rêves à leur guise en se moquant littéralement des lois de la physique    bref vous laurez compris pour moi inception est un chef dœuvre comme je nen avait pas vu depuis longtemps au cinéma   ",6
"5,0","je ne suis pas particulièrement fan de di caprio mais malgré ça ce saligaud mauras mis deux claques cette année une première avec shutter island et la seconde avec inception tout deux des grands films issus de grands réalisateurs  mais avant débahir par son interprétation inception cloue au fauteuil par son scénario javais pas vu une telle complexité et une telle précision depuis matrix en son temps cest vous dire  ce film parle de la manipulation de lesprit que ce soit pour en extraire des secrets ou pour y introduire des idées il y a comme un parfum de freud dans lair et ce concept est très bien exploité autant au niveau de lintrigue principale que de celle liée au personnage principal  car oui il ne faut pas voir ce film en état débriété ou autre parce que vous allez avoir besoin de toutes vos fonctions cognitives si vous ne voulez pas vous perdre en chemin personnellement jai à peu prés tout compris et cela a exigé une concentration pleine et entière  le casting est impeccable autant di caprio que gordon levitt et page même cottillard était sympathique les dialogues sont bien ficelés bref limmersion est totale  en outre ce film est dénué des clichés que lon aurait pu craindre dun film de science fiction avant gardiste comme une imitation de minority report par exemple et cerise sur le gateau nolan nous sert une fin magistrale qui laisse à chacun le choix den faire son interprétation bref cest du génie tout simplement ",7
"4,5","totalement hypnotisé par ce film   génial  la nouvelle création de christopher nolan est juste ahurissante   avec un scénario original et novateur pour le cinéma  inception mérite comme avatar  des gros chiffres au box office   entre psychose et obscurité venant dun certain the dark knight  le film rend une excellent copie   entreprendre de la science fiction et un thriller compliqué  il faut réfléchir pour y comprendre quelque chose  car quelques minutes dégarement se paye cher  vous ny comprenez plus rien après   revenons  à ce casting alléchant  léonardo dicaprio est brillant on en a lhabitude  sa prestation est dans la lignée de celle de shutter island  dont certaines parties dont le début y fait vraiment penser   la fraîcheur et le personnage de marion cotillard séduit   dans les seconds rôles  cest très satisfaisant  ellen page prouve quelle saguerrit auprès des grands acteurs  et cest bien pour elle  car je lattends dans un autre grand rôle  après juno   joseph gordon lewitt est un personnage amusant et respire la fraîcher     en tout cas  ce thriller fait mal à la tête  car faut bien tout comprendre puis certaines énigmes nont pas été résolues dans le film   alors à vous den faire votre suite  votre fin  car moi jai passé 2h 30 de pure bonheur  ",8
"5,0","quelle baffe  mais quelle baffe  il y a bien longtemps quun film ne mavait scotché à ce point  inception tutoie la perfection à tous les niveaux un casting solide des effets spéciaux époustouflants des scènes daction énergiques et un scénario de très haute volée  dailleurs parlons en du scénario compliqué et tordu comme je les aime et pourtant nolan réussi habilement à distiller toutes les clés enfin presque toutes pour que le spectateur puisse comprendre petit à petit sans pour autant être complètement perdu à condition davoir branché son cerveau avant la projection évidemment  après il reste quelques petites zones dombre sans doute laissées là de manière volontaire sur lesquelles chacun sera libre d’interpréter tel ou tel passage à sa manière mais à titre personnel jai préféré tout prendre au premier degré pour méviter des maux de têtes inutiles mais surtout pour apprécier loeuvre à létat brut car oui inception mérite pleinement lappellation doeuvre de chef doeuvre même ",9
"2,5","inception est un très bon film dans le genre action sf mais pas un chef doeuvre non plus  le concept est très intéressant mais tout comme matrix ils auraient pu aller encore plus loin dans limagination au niveau visuel mais forcément ça aurait coûté plus cher  le film nest pas si compliqué que ça je lai trouvé très limpide avec beaucoup dexplications tout est bien étudié et autant le scénariste que le réalisateur sont des experts pour nous emmener dans leur monde  le concept aurait quand même pu être plus exploité  par exemple on nous explique quond peut faire des choses incroyables avec larchitecture mais pour la mission ils ne sen servent pas vraiment  je ne dirais pas que les scènes dactions sont décevantes mais très classiques pas forcément extrèmement bien réalisées mais juste bien sans plus quelques incohérences certainement mais on se dit ouais cest du cinéma et on se laisse prendre au jeu  par contre je nai pas vu le temps passé cest un divertissement plutôt agréable à suivre et très accessible finalement  on parle de james bond ça ma plutôt fait pensé à mission impossible  on dit que cest un film intello je nai pas eu la sensation davoir été retourné comme dans un hitchcock mais ça reste quand même du grand cinéma bien maitrisé  jai quand même limpression que les scènes impressionnantes à effets spéciaux quon voient dans la bande annonce ne sont présentes finalement que pour attirer le plus grand nombre de spectateur mais servent elles vraiment le film  pas sûr  jaurait préféré quelles ne soient pas dans la ba pour être surpris lors de la projection surtout si elles étaient bien exploitées ",10
"1,0","ce fatras délucubrations paranormales où les jeux cérébraux plus ou moins sophistiqués entre réel et virtuel tiennent lieu de fil particulièrement emmêlé offre à leonardo di caprio loccasion de renouveler son numéro de grand acteur dans un style proche de shutter island et à christopher nolan détaler sa maîtrise des effets spéciaux et des cascades spectaculaires  pour le reste mon qi sans doute trop limité ne ma pas permis de comprendre grand chose aux intentions du réalisateur que dautres sûrement plus intelligents saluent comme un visionnaire génial ",11
"5,0","excellent film du maître nolan qui promet jusquau générique de fin  le casting est exceptionnel  cotillard di caprio page hardy     bref le meilleur film de 2010 ",12
"5,0","inception est un film sensationnel et très intelligent qua réalisé le désormais réalisateur culte christopher nolan  les acteurs interprètent de manière quasi parfaite leur personnage et leur donnent une superbe prestance avec une mention spécial à joseph gordon levitt arthur dans le film  les scènes sont grandioses et lhistoire nest jamais confuse ce qui est une belle prouesse du réalisateur là ou dautres se seraient plantés magistralement  la fin du film nous donnera énormément à réfléchir non pas car il manque de réponse  mais plutôt car nolan ici nous offre une fin ouverte à toutes hypothèses plus ou moins farfelues plus ou moins réfléchies et fait ainsi de son film une œuvre intemporelle et qui pourrait même devenir culte il suffit de voir le nombre de débats sur internet    5 étoiles bien mérités pour un chef dœuvre ",13
"5,0","ca cest du cinéma    scénario sans bavure action humour des trucages du feu de dieu et des acteurs    presque la perfection même si un peu complexe  on croit rêver   ",14
"5,0","après the dark knight christopher nolan a frappé un grand coup  non seulement inception est un excellent film de science fiction sur le monde onirique mais il est éminemment plus complexe  difficile d’en dire plus ne pas déflorer toute l’intrigue  quoiqu’il en soit christopher nolan a compris une chose  enchainer les scènes spectaculaires n’a pas grand intérêt si ce n’est pas étayé par une histoire solide  et c’est le point fort d’inception  la richesse du scénario dont le rythme va crescendo jusqu’à la scène finale où chacun sera libre de donner son interprétation  ainsi nolan donne toute sa place au spectateur qui sera libre de choisir… mais nolan ne bosse pas seul  s’appuyant sur un casting royal mené par un leonardo di caprio au sommet de sa forme le film se déroule sur une musique terriblement efficace d’hans zimmer  un sacré brelan pour ce film qui mérite toutes les louanges qui lui sont faites ",0
"3,5","film extrêmement original à lhistoire complexe et bien pensée  les scènes s’enchaînent efficacement et on se laisse facilement prendre dans les affres des rêves des protagonistes    mais si inception se veut être quasiment parfait il nen reste pas moins perfectible sous certains aspects notamment dans son scénario  en étant observateur on peut aisément remarqué quil nest pas avare de certaines incohérences    mais tout comme maurice je pousse peut être le bouchon un peu trop loin ",1
"5,0","une réalisation à couper le souffle  des effets spéciaux qui vous laissent bouche bée  christopher nolan est vraiment un professionnel du film daction  lhistoire est certes difficile à comprendre et à suivre cest pour cela que je conseille de le revoir plusieurs fois mais une fois embrassée toute la complexité de la trame ce film ressemble à un bijou  la bande dacteurs est excellente  des talents semblent éclore ellen paige joseph gordon levitt tandis que dautres se confirment  leonardo dicaprio est encore une fois brillant ",2
"1,0","nolan simpose depuis peu comme un des meilleurs réalisateurs de sa génération enthousiasmant à chaque fois presse et spectateurs notamment grâce à une combinaison parfaite entre inventivité et réalisme  une fois de plus il ne déroge pas à la règle tout le monde se lève le proclame chef doeuvre de lannée de la décennie de lhistoire     cest un peu le film du moment impossible de passer à côté ça paraît même un peu ringard de ne pas aimer comme si ça signifiait que lon avait pas compris comme si on était trop bête     franchement à part une prestation honnête des acteurs principaux bien quinégale marion cotillard était censée être latout charme     mouais      une réalisation millimétrée bien que glaciale et une idée de départ originale et assez intéressante il faut le dire  pas grand chose à signaler     nolan joue la carte du blockbuster intelligent mais franchement plus quintelligent jai trouvé le film prétentieux car justement il tombe dans les travers du film à gros budget tout en sexclamant le contraire mais pas de surprise ici cest laction qui prime cest froid visages figés plans fixes couleurs sombres     il ny a aucune émotion les personnages hormis celui de di caprio ne sont jamais travaillés ou approfondis lintrigue deviens lourde trop lourde tout comme cette bande son répétitive le tout se révèle assez indigeste au final et je me suis profondément ennuyé après une mise en place carrément ratée on ne présente pas le temps le lieux les choses basiques en fait     car on voit bien quentrer dans des rêves ne surprend personne pourtant au vue des voitures sur le trottoir nous sommes à une période actuelle     alors où sommes nous et une présentation des personnages trop rapide évidemment vu que les personnages sont surfaits se met en place une mission et cest là que le film aurait pu du décoller mais non toujours aussi lourd froid il fait du sur place     lemboîtement temporel très intéressant ne retient lattention que quelques minutes et puis on sennuie de nouveau quand à la scène finale point de réflexion de mon côté juste un léger soulagement de voir le générique défiler 2h30 cest très long quand on accroche pas et ce dès la première minute    je nattendais pas grand chose de ce film donc pas de déception juste un gros point dinterrogation sur les raisons dun tel engoument pour un film qui se crois intelligent et qui se prend tellement au sérieux quil tourne à la démonstration    ",3
"2,0","malgré une idée de départ trés ambitieuse ce film part un peu dans tous les sens  un film qui na ni queue ni tête et fait trés trés mal à la tête ",4
"5,0","quel prodige que ce réalisateur en effet le monde que christopher nolan nous propose est tout simplement exceptionnel tant par son innovation que par sa finition  la réalisation dune inception et le système de paliers dans les rêves communs paraissent dabord assez hermétiques à cause des règles nombreuses qui les sous tendent    mais lhermétisme se transforme en simple complexité les rouages trouvent leur place et le mécanisme brille par sa logique implacable  de plus sans revenir sur les diverses explications que lon peut donner à lensemble du film au regard des dernières images notamment je relèverai cependant cette ouverture qui si elle peut déranger révèle selon moi le génie du réalisateur ce film fait appel à la réflexion des spectateurs et japprécie tout particulièrement quand le 7e art parvient à agiter les neurones jusquà lobtention dune explication la plus personnelle possible satisfaisante  et lorsque que cette mécanique est portée par des acteurs de talent on touche au chef doeuvre sans conteste",5
"5,0","on le savait déjà christopher nolan est un magicien du cinéma  insomnia et memento qui abordait déjà les thèmes de la mémoire avaient posé des jalons prometteurs le prestige navait fait que sublimer lart de nolan puis il avait ensuite révolutionné le cinéma des super héros avec les reboot de batman des oeuvres sombres et profondes  avec inception nolan vient de réaliser ce qui semblait quasi impossible mettre la barre encore plus haut encore plus fort encore plus intense  inception est un film dune complexité rare tout en restant abordable compréhensible  cest tout de même un film qui oblige à réfléchir à bien observer à se situer constamment dans lhistoire jusquau final dune facture impeccable    les critiques se plaignent souvent que les films aux budgets démesurés ont souvent un scénario qui tient sur un post il  avec inception il va être difficile à quiconque dexpliquer ce film sans avoir à réfléchir un bon moment et bafouiller plusieurs secondes   un début quon pourrait  trouver un peu trop lent nous permet dentrer confortablement dans le mouvement du film et à mon avis cest voulu mais ensuite limmersion prend de lampleur et tout saccélère le réalisateur commence à se jouer de nous nous accompagne nous manipule  il samuse avec nous de séquence en séquence nous obligeant a rester attentif à de nombreux détails au fil de lhistoire et cela jusquà la dernière image   avec inception nolan a posé de nouveaux jalons dans la course à lexcellence cinématographique dautres réalisateurs un peu trop imbus deux mêmes devraient en prendre de la graine ",6
"5,0","peut être le meilleur film de lannée 2010  une claque visuelle et narrative comme on en voit très rarement au cinéma aujourdhui  une quête onirique et imaginaire dans les très fonds de nos rêves aussi dynamique que touchante  on ne sort pas indemne de ce film et en rentrant au moment de se mettre au lit on ne peut penser quà une chose    et si mes rêves étaient aussi vrais que dans inception",7
"2,0","trop de bruits pr de la fausse complexité  dommage le concept est intéréssant mais le sujet est chiant  cotillard est une pleurnicharde sans talents  bref pas mal mais vraiment trop de bruits pr rien merci le marketing",8
"5,0","excellent film    mais attention  pour suivre il convient douvrir grand ses neurones  les amateurs de cinéma simposeront un deuxième visionnage pour percevoir toute les subtilités du scénario  pour ma part jai trouvé que les rêves emboités étaient trop proches du réel sans véritable paradoxe contrairement à ce que laisse présager la scène filmée à paris au début ",9
"5,0","merci m  nolan pour ce magnifique rêve  non rien de rien non je ne regrette rien",10
"4,5","voilà un scénario bien ficelé malgré une explication des règles du voyage dans les rêves un peu difficiles à comprendre parfois  nolan encore une fois maître de son œuvre malgré un di caprio égal a lui même comme dans tous ses films depuis 10 ans  a voir et revoir pour comprendre le mécanisme ",11
"4,0","une brochette dacteurs plus charismatiques les uns que les autres un réalisateur talentueux qui sait nous tenir en haleine de bout en bout un scénario original et bien ficelé   un grand film déjà culte et qui le restera sûrement ",12
"5,0","de très grands acteurs un univers fascinant  des effets époustouflants    un scénario exceptionnel  bref jai adoré ",13
"4,5","cultissime    ",14
"5,0","une fois encore christophe nolan ne fait perdre la tête dans un scénario grandiose je m demande ou il va chercher tt cela leonardo joue merveilleusement bien comme à son habitude à voir 2 fois pour ce qui n aurons pas compris la première fois ",0
"0,5","je ne lai pas vu mais ma question est = je naime pas la science fiction mais jaime bcp cotillard et caprio alors qe me conseillez vous ",1
"4,0","très bon film avec des effets visuels à couper le souffle pour lépoque  cette œuvre mérite cependant dêtre visionné à multiple reprises afin de saisir toutes les subtilités ",2
"4,0","il faut lavouer cest un très bon film comme le fait souvent nolan  loriginalité du scénario est sans appel ainsi que la performance des acteurs  les effets spéciaux sont géniaux bref rien à redire la dessus cest vraiment un film a voir de toute urgence ",3
"4,0","je pense que ce film maura bousille les méninges à vie  chaque fois que je le visionne jai limpression de le revoir pour la première de ne rien comprendre et délaborer tout une théorie sur le grand final    une théorie qui bien sur change à chaque fois  lidée du film est génial entrer dans le subconscient des gens pour trouver la faille qui les fera tomber  mais lidée encore plus folle de rentrer un fait dans le subconscient est encore plus surréaliste  le film va toujours très vite et cela saccélère dautant plus lors de la réalisation de la mission quon a limpression de ne pas voir passer  le casting est impressionnant et bluffant  dicaprio cotillard page watanabe gordon levitt hardi  bref que du beau monde qui nous offre une super prestation  le scénario est très bien construit lhistoire est bien monté et on ne voit pas le temps passer  entre la réalisation de nolan et la musique de zimmer cest le duo parfait  je fais peut être un peu trop léloge de ce film il a certainement des défauts mais tant quil continuera à me retourner le cerveau je le trouverai toujours bon  je ne suis donc pas pressée de trouver la faille  si vous ne lavez toujours pas vu réparer vite votre erreur il est encore temps ",4
"5,0","inception est un concentré démotions dans un labyrinthe de rêve  un petit plus pour la musique qui est sublime  un méga plus pour joseph gordon lewitt qui est   vraiment   mon acteur favoris ",5
"1,0","1 etoile pour les comediens et les effets speciaux  pour le reste interressant pour la premiere heure  apres cest du chinois  du blabla compliquer les films de nolan",6
"5,0","un pur chef doeuvreun scénario très complexe on peut pas tout comprendre avec un seul visionage du film cest qui est un point fort pourvoir parler des heures sur un film et avoir des avis différents le casting est parfait aucun recalage et la musique grandiose",7
"5,0","un authentique chef doeuvre quon aime voir et revoir pour percer les secrets dun des scénarios les plus riches de ces dernières années ",8
"5,0","inception est un voyage dont on ne revient pas indemne  on est touché fasciné et terrifié à la fois  un grand film sublime ",9
"5,0","tout simplement brillant  un scénario compliqué mais on a nos réponses à la fin donc ça passe  un casting 5 étoiles avec au dessus du lot la jeune ellen page et marion cotillard terrifiante ce regard quand ils sont dans lascenseur jen ai eu un frisson   faute de temps les personnages et lhistoire de cette machine servant à lextraction et à linception ne sont pas assez développés pourquoi pas dans un prequel  un film qui je pense mérite beaucoup plus déloge que avatar car beaucoup plus original ",10
"4,0","une grosse baffe cinématographique tant dans ce scénario en tiroir ou rêve et réel se mélange que dans la réalisation avec des effets spéciaux faisant passer matrix pour un film en pâte à modeler  cest un grand réalisateur qui met les personnages et leurs acteurs au service dun scénario et non linverse comme dans la plupart des grosses machines hollywoodienne ",11
"3,5","limagination et la créativité de christophe nolan sont énorme on avait encore jamais vu un tel scénario  on lui reprochera tout de même des minutes interminable dexpulsion et un scénario qui manques un peu de clarté car même à la fin inception reste un mystère ",12
"5,0","christopher nolan constant dans sa grande maitrise de la réalisation parfaite dimages et de personnages qui servent dexcellentes histoires na de cesse de sinscrire à mes yeux comme lun des plus grand réalisateurs commerciaux us du moment  alors oui jen fais un peu trop mais oui jassume ",13
"5,0","inception est un film choral qui repose sur un casting de grand talent sombre et innovant qui trouve son apogée dans les profondeurs de lâme humaine celle de dom cobb maître dans lart de lextraction et fugitif pour avoir aux yeux de la loie causé la mort de sa femme  ce dernier interprêter par léonardo di caprio qui de films en films simpose comme lun des meilleurs acteurs à ce jour par son talent et linvestissement total dont il fait preuve afin de donner vie à son personnage  il forme aux côtés de marion cotillard un couple follement glamour qui dévoile une nouvelle facette de son imposante palette dactrice  chris nolan réalise un film complexe qui nous entraîne dans un monde fascinant en mélangeant les codes du film grand public et ceux du thriller psychologique peu accessible avec un scénario qui peut parfois laisser perplexe mais qui est écrit avec une telle finesse que chaque question soulevée durant le film trouve finalement sa réponse  avec inception le metteur en scène de the dark knight réalise bien plus quun simple blockbuster mais un film intense qui tient admirablement en haleine pendant près de deux heures et demie pour finalement se clôre sur un final des plus troublants  il insufle à son film une atmosphère et une esthétique unique celle du monde des rêves avec ses projections sa gravité zéro et sa distorsion temporelle  une oeuvre colossale par le réalisateur le plus en vogue du moment  du cinéma à létat brut qui vous fait oublier jusquà votre propre identité ",14
"5,0","que de dire de ce film un chef doeuvre avec un casting parfait et magnifiquement interprété jai découvert joseph gordon levitt  scénario très dense qui ne laisse rien au hasard  et la fin est géniale car conclure un tel film nest pas une mince affaire en somme peut être lun des meilleurs films depuis 50 ans ",0
"5,0","certes on ne comprend pas tout mais lidée sy trouve et cest le plus important pour un grand film comme celui là  peut être le meilleur film de lannée 2010 ou même celui de la décennie ",1
"5,0","très impressionnée par ce film lidée est vraiment incroyable et franchement géniale il fallait y penser il est vraiment bien réalisé le film nous tient en haleine et on ne lâche pas une seconde  ça fait longtemps que je navais pas vu un tel film vraiment fantastique comme dhabitude dicaprio est vraiment excellent  seul petit bémol  mais cest quoi cest une mode de mettre marion cotillard dans tous les films en ce moment",2
"4,0","christopher nolan est un ocni objet cinématographique non identifié  plus hollywoodien tu meurs et pourtant ses films plaisent même aux critiques indés  grâce à un scénario original    vraiment original à une réalisation efficace et à des effets spéciaux parfaitement maîtrisés  cependant après tout le battage médiatique on ne peut sempêcher dêtre un peu déçu  les rêves sont trop réalistes et la seconde partie du film ressemble à un bon james bond mais sans plus  les scènes parisiennes sont clairement les plus époustouflantes mais le reste est beaucoup plus classique  le meilleur est dans la bande annonce  alors ça reste un bon film mais ça aurait pu être largement meilleur   ",3
"2,5","avec une mise en scène époustoufflante et des effets spétiaux à couper le souffle je dit bravo je mattendais donc  à un chef doeuvre eh bien ce nest pas le cas ce film est trop long et trop compliqué quant aux acteurs ils sont assez bons",4
"3,5","non mais quel film tout simplement époustouflant ",5
"3,0","excellent scenario   mais je trouve qua vouloir nous bluffer le realisateur va un peu trop loin dans la complexité et les scenes sont redondantes   ",6
"2,5","bon film extremement prenant heureusement linsupportable cotillard est morte des le debut du film  sinon excellente participation de murphy gordonlewitt dicaprio watanabe  deception dun scénario pas suffisamment creusé  avec des incohérences des gens qui risquent volontier leur vie pour une raison incongrue    dans tous les cas il est a voir une sorte de matrix poignant mais pas assez fignolé ",7
"5,0","film de science fiction abyssal comme on en avait pas vu depuis très longtemps  sur la décennie je ne vois guère que a scanner darkly pour rivaliser  inception mélange délire sensitif à la k dick et science dinterprétation des rêves pour un résultat toujours plus quà la hauteur  on se perd dans ce jeu de cubes qui semboîtent boîtent déboîtent    après le brillant memento et les deux batman nolan montre une fois pour toute son talent pour combiner un scénario métaphysique dune complexité extrême à une narration dense mais limpide  sans pour autant oublier de totalement renouveller esthétiquement les blockbusters comme avait pu le faire matrix en son temps ",8
"5,0","christopher nolan signe lun des meilleurs films depuis des années  quant à di caprio après son interprétation phénoménale dans shutter island il est encore au rendez vous  que dire de ce film si ce nest que nolan a réussi son pari  le scénario est palpitant et la narration est parfaite juste de quoi nous torturer les méninges sans jamais nous perdre  le sujet du film est très intéressant et laisse pensif pendant un moment tout comme cette fin très réussie  mention spéciale aussi à marion cotillard qui est saisissante dans le film  quant à la réalisation que dire si ce nest que cest grandiose des effets spéciaux à couper le souffle mais surtout une ambiance visuel et sonore hypnotisante  du très très grand cinéma ",9
"5,0","je suis allé le voir jeudi soir et vraiment je dois dire que je suis resté scotché par ce film tant il est impressionant déroutant et terriblement efficace  je tire un grand coup de chapeau au scénariste pour avoir mis cette intrige parfaite en place complexe mais extrêmement maîtrisée et que dire de christopher nolan lun des meilleurs realisateur en activite  de laction un casting beton et de bons effets speciaux  tout est réuni pour passer un super moment et à la fin se dire quon vient de voir un chef doeuvre  pour moi le film qui ma le plus passionne depuis longtemps  a voir absolument ",10
"5,0","sans doute le chef då“uvre de christopher nolan pour linstant  doté dune réalisation rappelant mémento dacteurs parfaits dun scénario hors normes et deffets spéciaux à couper le souffle mémento reste pour moi le meilleur blockbuster de lété  le spectateur est enfin bousculé dans un film mélangeant action drame et psycho à merveille sans sy perdre  ayant peut être peur de son propre labyrinthe le réalisateur nhésite pas à trop seconder son public ce qui est peut être le seul bémol du film  un grand film pour sû r ",11
"5,0","excellent  a mi chemin entre matrix et existenz christopher nolan nous immerge dans un monde onirique où les lois de la physique et du temps sont bafouées  des effets magnifiques et une mise en scène parfaite rendant le concept de réalité multiple presque normal  ajoutez à ça  un scenario des plus captivant et un leo très en forme et on peut parler de chef d’œuvre  a voir puis a revoir…",12
"5,0","un film qui relève du génie tout semboite parfaitement cest absolument génial  mention spéciale à la version imax",13
"5,0","il est super  un scénario de fou à la christopher nolan qui accélère et accélère encore et de très bon acteurs   que demander de plus ",14
"3,5","christopher nolan nous retourne complètement le cerveau avec inception  comme à son habitude le scénario est soigné et bien écrit et les acteurs judicieusement choisi ici notamment ken watanabe ou encore joseph gordon levitt  les effets spéciaux sont spectaculaires et les 2h30 du film ne laissent pas place aux longueurs  le hic cest que lon a du mal à entrer dans le film  les explications sont longues à se mettre en place et on limpression que le film démarre vraiment avec linception  au final christopher nolan nous offre un beau film qui fait réfléchir mais pas forcément un chef doeuvre ",0
"5,0","un film avec une histoire très originale ça change vraiment de ce quon peut voir dhabitude  réalisé avec une très grande maitrise de belles images de très bons effets visuels accompagné dune magnifique musique christopher nolan est un grand réalisateur ",1
"5,0","un film complexe d’une rare intelligence dans lequel se mêlent en permanence rêve et réalité et où le spectateur est acteur puisqu’il doit discerner le vrai du faux afin de prendre pleinement conscience de cette intrigue envoutante  la chose n’est pas aisée tant nolan se joue du nous en brouillant les pistes… un film également très puissant émotionnellement à travers le rôle de leonardo di caprio de son histoire d’amour et du secret qui le ronge  c’est d’ailleurs peut être le plus grand tour de force de nolan à savoir nous livrer un blockbuster à la fois visuellement dément et grandiose et un film intimiste sur le deuil de son héros  d’ailleurs coté casting rien n’a été laissé au hasard pour accompagner un léonardo di caprio toujours juste dans son interprétation son charisme et sa souffrance  on retrouve joseph gordon levitt tom hardy ellen page marion cotillard ou encore michael caine le p’tit chouchou de nolan depuis « batman begins »   mais en plus de ce scénario si malin l’autre intérêt majeur du film réside dans la maestria de nolan qui nous offre des scènes à couper le souffle dans l’ascenseur dans paris dans ce monde dévasté…  un tourbillon visuel qui chamboule totalement notre esprit une beauté des décors renversante et des surprises vraiment bien pensées qui confirment encore et toujours que christopher nolan est un des plus grands créateurs de sa génération   auteur du livre guide de survie du cinéphile amateur sortie janvier 2019",2
"4,5","dans cette merveille cinématographique on frise lexcellence  le casting est très bon  lunivers lest également  le scénario et lexploitation du subconscient est hyper captivant  on na pas le temps de sennuyer  a voir et à revoir sans aucun modération   ",3
"0,5","pas trop mon genre  film hors realite  tiens pas la route  aucun sens  suis terre a terre  donc loin de ces imagination ireel",4
"5,0","je suis allé le voir en salle avec beaucoup denthousiasme  et je dois avouer que inception est    à la hauteur de mes attentes  je suis fan de nolan et ce film rentre incontestablement dans le top 3 de sa filmographie avec the dark knight et memento  la mise en scène est très soignée avec des plans absolument bluffant  le casting apporte beaucoup au film les acteurs sont très convaincants  leonardo dicaprio est au meilleur de sa forme entre ce rôle et celui de shutter island marion cotillard ma étonné bien plus convaincante que dans ses autres rôles jétais déjà un admirateur de ellen page mais là cest la consécration  bref le casting est superbe  la b o colle bien aux images et booste lémotion  mais le meilleur reste le scénario qui est passionnant prenant et surprenant    merci nolan pour ce bijou ",5
"4,5","un film éblouissant bien monté  une grosse claque autant visuelle que musicale  un casting excellent mis à part miss cottillard qui est un peu en dessous ",6
"2,0","comme mémento cest intéressant mais totalement incompréhensible ce qui rend le contenu déplaisant  je le déconseille aux moins de 10 ans  2 5",7
"4,0","proche par certains aspects du premier matrix ce nouveau film de christopher nolan sil nest pas un classique instantané nen reste pas moins une vraie proposition de cinéma labyrinthe complexe dense spectaculaire et beaucoup plus profond et émouvant que lon pourrait le penser au premier abord dôté dun casting impeccable mené par un dicaprio incroyablement intense ",8
"4,0","le cinéma de nolan est ici résumé dans la seule séquence de lescalier sans fin et du mouvement de grue par lequel le cinéaste révèle le trucage  nolan est un cinéaste de lillusion qui aime laisser planer le doute sur la réalité de ce que voit le spectateur  en cela inception se rapproche dun précèdent film du réalisateur le prestige  même jeu permanent entre réalité et illusion mêmes personnages passés maîtres dans la manipulation même scénario à tiroirs ect    blockbuster ambitieux et original le seul de lannée derniere avec avatar les deux plus succès de lannée curieusement    pas toujours facile à suivre car lhistoire prenant la forme de poupées russes on assiste à la fin à un rêve dans un rêve dans un rêve dans un rêve issu dune réalité qui est peut être elle même illusoire va savoir    nolan parvient à balader le spectateur pendant deux heures sans le perdre en route pour peu que celui ci plus vraiment habitué à ce quon lui en demande autant dans un blockbuster soit suffisament attentif  le scénario est bâti comme celui dun film de casse avec une première partie décrivant le recrutement dune équipe de spécialistes super casting entre valeurs sûres et jeunes qui vont bientôt casser la baraque et préparation du coup nolan en profitant aussi via le personnage dellen page pour établir les règles de lunivers quil a crée  la seconde partie est elle consacrée au casse en lui même où bien entendu rien ne pas se passer comme prévu    utilisation intelligente des effets spéciaux qui ne sont pas là que pour lesbrouffe mais contribuent de façon pertinente à la construction de cet univers mental offant notament deux séquences renversantes celle où paris se replie sur elle même et le combat en apesanteur dans le couloir de lhôtel  nolan privilégie qui plus est linsertion de ces cgi dans un environnement réel plutôt que de tout noyer dans le numérique rendant les trucages dautant plus réalistes    réalisateur et scénariste très cérébral nolan parvient tout de même à donner une certaine épaisseur psychologique et émotionelle à ses personnages tout en conservant une distance certains diront une froideur qui évite tout débordement larmoyant    multipliant les pistes et les faux semblants inception reste constament ouvert à linterprétation et nécessite plusieurs visions pour que lon puisse en saisir les subtilités  la fin ouverte en particulier na pas fini de faire parler ",9
