Label,Text
0,"I can't stand most reality shows and this one is worst than the one with Paris Hilton, and sure it's his company. But ""you're fired"" or ""you're hired"", for how many seasons now? After watching the show I wouldn't want to work for the guy with his ego and all and I think watching paint dry has more entertainment valve.  I'd love to hear just one person get up and say ""Donald I quit and take some of your money and buy a decent hairdo"". I see he's even trying to buy fame in the wrestling WWE. I hope he gets hurt so I don't have to see his pathetic face anymore. It must be sad to want fame so bad and have no talent and make an ass of yourself trying to buy it. I'd give this show a negative mark if I could but it gets a 1 and it doesn't deserve that."
0,"This third Pokemon movie is too abstract for younger kids to follow and too repetitious to entertain older kids. The message of the film-- about dealing with loss-- is subverted by the return of the young girl's father during the film's credits. Team Rocket provide some amusement, but they're not really part of the small plot, so they don't appear very often."
1,"Love it or loathe it, it's hard to not find Warren Beatty's take on ""Dick Tracy,"" the 1990 film adaptation of Chester Gould's famous comic strip, anything short of a genre classic. Superhero films have been coming out of the woodwork in recent years, and may soon become a genre all on its own.  Beatty's film liberally uses Gould's source material to full effect, shooting in all six of the strip's primary colors, and thus giving this unique yet familiar world of trigger-happy mutant gangsters and loose, seductive women a lush visual style and tone.  It can be stated that the film's strong visual aesthetics drastically short-change the characters and their acting abilities, which I don't think can be any further from the truth.  ""Dick Tracy"" relishes in its look and ghastly characters, and Beatty himself, who plays the dogged and incorruptible detective of the title, is appropriately stoic and ready to bust the bad guys at any and all costs.  Other than the visual treats and Oscar-winning makeup, there is a plot, and Big Boy Caprice (Al Pacino, deliciously over-the-top in an Oscar-nominated performance), seeks to eliminate Tracy in one well-planned move, but also seeks to gain control of all criminal action in the city by uniting all the feuding gangs under him.  Tracy, meanwhile, is juggling his relationship with Tess Trueheart (Glenne Headly), who as her name would have it, remains faithfully by his side and cares for The Kid (Charlie Korsmo), who eventually finds a father figure to look up to in our crime-busting hero. Tracy's fidelity to Tess is tested by the tempting advances of Breathless Mahoney (Madonna), who is also Big Boy's main squeeze. At the same time that all of this is going down, things become heated when a new criminal figure arrives in town, and decides to play both sides against the middle.  The performances are good, as Beatty's focus on the strained and romantic relationships between each of the leads becomes the center of the material, as opposed to just concentrating on pointless action and special effects. Pacino freely chews up the scenery in a role that's truly standout from the rest.  ""Dick Tracy"" is one of the best and most overlooked of the comic book movie genre. I think that if Chester Gould was still alive, he would be proud of Warren Beatty's take on his beloved crime-fighting detective.  8/10"
1,"Although I really enjoyed Jim Carrey's latest ""serious"" performances (""The Truman Show"", ""Man on the Moon""), I've always thought his real genious lies in physical comedy. This is not to say he is a fantastic, talented actor: those bozos at the Academy Awards seem to dislike him so much, he has never had a (truly deserved) nomination or award. Well, any ""institution"" that nominates for 11 Oscars a bore such as ""Titanic"" shouldn't be taken seriously.  On with the review. ""The Grinch"" is the sweetest, best looking, best acted, more enjoyable seasons film since ""The Nightmare before Christmas"". Both movies seem very similar, too, with their highly stylized sets and the premise of someone stealing Christmas. Both make their principal actors seem like the villains (one in a higher degree than the other), both pack a strong moral lesson, and both are truly enjoyable.  That is, until you realize that Jack Skellington is a doll, and The Grinch is a human being. But a human being that is so incredibly expressive, so fluid in his movements, so cartoon-like, so unreal, that never gets in the way of the movie. He can be hilarious, he can be a sad soul, he can be angry. He lives in a 3-dimensional world, where 3-dimensional people live. He jokes, he laughs, he cries, and ultimately he saves the Christmas. I loved this film to bits, and cannot wait for it to come out on DVD. This is one of those films you will really enjoy 10, 20 years from now. As timeless as they come."
2,"Director Baltasar Kormakur leaves Iceland to make an American movie, except he really doesn't, and that's a large part of the problem. Kormakur actually shot this film in Iceland, and it would take a hyper-credulous viewer to accept these stark landscapes as Minnesota. ""Heaven"" is a dark tale about insurance fraud. Dark in every sense of the word, as several early scenes are nearly invisible. The plot is murky; the cast's accents are all over the lot, especially Forest Whitaker's. Whitaker's attempts at Minnesotan leave him somewhere between Duluth and Dublin. The ending is intended to be richly ironic, but falls absolutely flat. For a far better experience, see Kormakur's ""101 Reykjavik."""
2,"In Britain, there is a drink called PG Tips. It's a kind of tea. It's quite nice. I personally enjoy it with a splash of milk and two generous spoonfuls of sugar. During the 90's it was the biggest selling tea in Britain, even outselling the tea conglomerate Typhoo. The reason for this was a clever marketing campaign featuring even cleverer monkeys who read the newspaper and erm, drink tea and stuff. During the 70's, the chimps were taken off the air only to be brought back 18 months later with PG tips facing rapidly declining sales. See? Chimps can do good stuff. In the name of moderniazation and er, animal rights (what's that?), the chimps have again been taken off the air and replaced with claymation bird models. However, clever Hollywood types sat up and took notice. People like monkeys. They look like people! But funnier! Ha Ha! Funny-like-people-monkeys!!!!!! Forcibly and hungrily breast-feeding itself on the PG tips monkey's success comes MXP, where chimps do all the things they were born to do: snowboarding, shaving, cooking and faithfully re-enacting the plots of all the Home Alone movies. This is not a film not to watch because you don't like monkeys. This is not a film not to watch because you are a card carrying member of PETA. This is a film not to watch because you will gnaw your own arm off and wish you were dead. No animals were harmed during the filming. Let us hope the same can not be said of the actors, producer, director and all involved in this sad, sad movie made for (and by) people who like gnawing their arm off and wishing they were dead."
2,"Oh I loved this movie!! It was so exciting!! It seemed like John and Karen were never going to escape. It was, however, a little bit exaggerated about all the horrors that the poor couple lived there. The character of Poe was cartoonish. But the film was so enjoyable. I can't wait to see the sequel!!"
2,"I recently picked up Keoma as part of Anchor Bay's ""Once Upon a Time In Italy"" collection. This handy box-set also included ""Texas Adios"", ""A Bullet For The General"", ""Companeros"", and ""Four Of The Apocalypse"". After reading some pretty glowing reviews for Keoma, I had high hopes and expected it to be the best if not one of the better films included. Boy was I wrong!  While the film itself was fairly interesting and included some nice touches (especially an unexpected appearance by character actor ""Woody Strode"" - and some cleverly shot flashback sequences), it had an ""overdone"" quality to it. They were trying too hard for a ""masterpiece"". Mainly, this movie was plagued with the worst score I've ever had the misfortune to hear! The music itself wasn't the problem. What was however, were the annoying-as-hell female and male vocalists used to narrate the action throughout the movie. God they were AWFUL!!! They wouldn't shut up!   In the future, I plan to re-watch Keoma with the sound muted. That's the only way I feel I could sit through it again! Who knows? Maybe I'll enjoy it! I really wanted to like this movie.   I wouldn't normally recommend a movie that I gave a 4 of 10 rating for, but If you can rent this one, you need to hear the score just for laughs."
0,"Judging from this film and THE STRONG MAN, made the same year, I would not place Harry Langdon at the top of the list of great silent screen comedians. There simply is not enough there. Perhaps he was on his way to developing his style but sabotaged himself by taking his first big successes too seriously. In any event, all of his tricks are reminiscent of the greater funny men, but he lacks the acrobatic skills of Keaton and the prodigious ingenuity of Lloyd. He also undermines his own persona by dressing and walking like Chaplin's tramp character. His trademarks are childlike innocence, timidity of approach and a tendency to under-react to calamity by looking perplexed, batting his eyes or touching his pursed lips with the tip of his forefinger. The comedy in Langdon's films results from fate throwing various obstacles in his path which he tries to overcome in wimpy or naïve ways or with a minimum of physicality, such as throwing rocks at an approaching tornado to drive it away, propping up a collapsing building with a two-by-four or dodging boulders by lifting a leg so that they roll under him. In this story, about the son of a shoemaker who joins a cross-country walking race to publicize a rival company's footwear, he manages to win by sheer luck. There is nothing here that hasn't been done far better by the Big Three."
2,"Michael J. Fox earned every penny he got from the industry, and it's with films like this that I feel he is vastly undervalued by the movie watching public. This cheeky and funny film is criminally rated low for reasons I just can't begin to fathom, it's got a sharp script with a very honest message driving it on.  It's concept of putting a big fish in a little pond is always a tale worth telling, and who better than M J Fox to realise the big fish character here,? he has the quips, the sarcasm, and most of all an aura of believability to the character of Dr. Benjamin Stone. The film pans out as one would expect, but the fun is there to be had by all, and come the finale it's just flipping lovely cinema. Get into the vibe of a big city Doctor stuck in a small southern American town, a place that a big city Doctor can't quite comprehend, a place where big city folk surely can't function properly?? The supporting cast are just fine here, Julie Warner, Barnard Hughes, Woody Harrelson & Bridget Fonda are all in on the fun, and all of them give performances in keeping with this other side of the fence comedy. It's a smart and undervalued piece that deserves a better rating than this particular site gives it.  ""I'm in the Twilight Zone"" 8/10."
2,"Someone said this is the best Farrelly's movie since ""There's Something About Mary"". Fact is the Farrelly's haven't done much since "".. About Mary"" except for ""Shallow Hal"" which at least had a decent story and good acting. And while ""Shallow Hal"" won't go down as a classic, it was certainly better than ""Stuck On You"" - which, quite simply, it shouldn't have been. ""Stuck on You"" had the POTENTIAL to be an above average comedy, with an original hook (siamese twins) and two excellent actors in Damon and Kinnear. And while there are glimpses of excellent comedy writing, it seems obvious the writer couldn't come up with enough of them to fill out a movie and reverted to standard, cliché'd comedy bits to fill the rest. What a shame. So much promise lost in mediocrity.  This movie isn't worth seeing."
0,"This ludicrous and inept film is certainly the most misguided version of ""Hamlet"" to ever reach the screen. Branagh's approach to the material can only be described as vulgar; going to such lengths as depicting Ophelia in a straight jacket, having Fortinbras' army appear suddenly on the horizon (looking very much like the climax of ""Monty Python and the Holy Grail"") when the palace is apparently guarded only by Francisco (who shouts the very un-Shakespearean cry of ""ataaaaaaaaaaaaaaaack"" before being gunned down), and multitudes of star cameos that harken back to the days of Jimmy Cagney's Bottom and Mary Pickford's Kate.  Branagh chose to set his film in an Edwardian setting but at the same time decided to employ an almost uncut text, so that frequently the dialogue that is firmly rooted in Elizabethan mentality makes no sense in the context that it is being performed. And Branagh does not concern himself with such textural subtleties as the ambiguous nature of Hamlet and Olphelia's relationship, treating the audience to a vulgar nude sex scene between the couple that tosses any ambiguity right out the stained glass window.  The uncut text does allow Branagh to indulge in his favorite cinematic pastime: more footage of Kenneth Branagh. This is never so apparent as in the ""How All Occasions Inform Against Me"" speech that ends the first half of the nineteen hour film (at least that's how it feels), which attempts to play to a dramatic crescendo along the lines of Gone With The Wind's ""I'll never be hungry again."" This may serve Branagh's ego, but it does not serve Shakespeare or the speech: when I saw the film in the theater, I leaned over to my companion and snickered ""Great Moments With Mr. Hamlet."" Branagh saves the funniest and most tasteless moment for last, when he attempts to out-do the Olivier film and its justly celebrated death of Claudius by having Hamlet jump from off a high tower onto the monarch, impaling him with a sword. Branagh's Dane does in the king by heroically throwing an apparently magic rapier from across the palace to run through Claudius' heart with a super hero's bulls eye. The only thing that saved the moment from being unbearably maddening was that it was so off-the-wall funny.  While this film has been praised in some quarters as a serious depiction of the tragedy, it is in fact nothing but a star-studded display of a once-talented filmmaker being overtaken by his own narcissism. The Emperor has no clothes, and this Hamlet has nothing to offer but a few unintended laughs and the appalling sight of one man's ego out of control."
2,"Poets ? They're a bit gay aren't they ? Usually they're middle class and middle aged and they get ripped off by scam merchants who post adverts saying "" Send us your poetry submissions for our best selling anthology book of erotic poetry and don't forget to enclose $30 for administration costs "" In short there's nothing less cool than poetry but Miguel Pinero made the genre cool , streetwise and sexy and he deserved a far better biopic than this   I'd never heard of the guy until I saw this movie . A remarkable life story of a man who spent time in the big house and soon achieved critical acclaim via his plays and poetry . He wrote a play called SHORT EYES set in a prison , a play that was turned into a film . Just out of curiosity I went to this site and looked it up . The phrase "" short eyes "" is American prison slang for a child molester the lowest of the low in any penal system . It's also a movie that IMDb reviewers have greatly praised . Now why did I have to visit this site to find out the remarkable story behind the making of the film ( Check out the trivia page on SHORT EYES - I guarantee you'll be amazed ) if I was watching a biopic on the play write behind it ?   By trying to show us how cool and streetwise the eponymous character is the director/screenwriter fails to show us anything about Miguel Pinero the man apart from that he swore and took a lot of drugs which hardly made him a unique individual . The story slips in time and space , from colour to monochrome and has characters appearing and disappearing in a haphazard manner . Miguel Pinero made poetry the new street culture and he probably deserved a better film telling his life story"
2,"I've heard and read on numerous occasions that ""House"" is an incredibly weird and far-out Japanese interpretation of a haunted house movie, but the truth is that absolutely nothing can fully prepare you for how crazy & demented this film really is. To simply label ""House"" as a horror movie would be a serious insult, as this is more like a fairy-tale on hard drugs, a wacko coming-of-age parable and even somewhat of a musical comedy. Even the often encountered description, saying this film is what ""Beetlejuice"" would look like if directed by Dario Argento, comes to naught. If you really must compare this to any other films, then rank it alongside the weirdest cinematic experiments ever made, like ""El Topo"", ""I Walk like a Crazy Horse"" and ""Possession"". I think you can philosophy about the deeper meanings and symbolism of ""Hausu"" for weeks, and every opinion and interpretation could be assumed as correct. Me, personally, I regard the plot as a sort of version of ""Hansel and Gretel"", but with seven Japanese Gretels and no Hansel and with an auntie in a remote creepy castle instead of a witch in a gingerbread cabin in the woods. Summer vacation is coming up, but the holiday plans of the cute teen Oshare abruptly become canceled when his father introduces his new and much younger girlfriend. Instead of traveling with them, Oshare invites her six closest school friends  all of them with adorable nicknames based on their personalities, like Fantasy, Kung-Fu and Melody  to head out to the countryside and pay a visit to Oshare's aunt whom she hasn't seen since her mother died. The aunt's welcoming is extremely warm and gracious, but she as well as her estate and even the white cat Snowflake are nevertheless surrounded with an aura of mystery and creepiness. Agatha Christie style, the girls then subsequently meet their highly imaginative deaths one by one. The girl who's always hungry, for example, has her head replaced by a watermelon and the musical chick literally becomes consumed by the piano. ""House"" is filled with optical illusion special effects that are not exactly terrifying but nevertheless very deadly to the main characters. Even though director Nobuhiko Obayashi maintains the ambiance of a fantasy/fairy-tale movie, the imagery he uses is often bizarrely nightmarish and grim, with decapitated heads in wells and tap-dancing skeletons and whatnot. The girls' characters are beautifully drawn, and hence you feel a lot of sympathy for each and every single one of them, and it's a very stylish film altogether. Especially for being a late 70's movie  when the horror movies were at their most explicitly rancid and exploitative  ""Hausu"" is an artistic and elegant accomplishment and it honestly deserves to be wider known, globally acclaimed and more discussed."
2,"Although everything about this movie (especially the title) suggests that it must be trash, surprisingly enough it isn't. The plot involves a girl who likes reading scary books and one day finds that the events of the book she is reading, called ""I, Madman"", start to repeat themselves in reality. It has the logic of a dream - that is, no logic at all, - but don't see this one for the sake of the plot. What lifts it out of the B-movie pit is the imaginative way the seedy world of trashy novels from the 50s is recreated on screen; the smartly executed shifts between fantasy and reality, past and present; Jenny Wright's appealing and intelligent heroine; and finally, the director's genuine feeling for the atmosphere of time and place. It is a little like a cross between Cornell Woolrich and a mad doctor horror movie. Do not try to figure out why things are happening, just enjoy the way this film is so different from anything else. A totally unexpected pleasure."
1,"Albuquerque is a film that has all the elements of a class A western, except one: the story, that really belongs to a class B or C. That was acceptable at the time the film was made, when people were so thrilled to see a western in color, but nowadays it just looks very primitive. Nonetheless for people who enjoy old westerns, it is entertaining, the original color and sound are very well kept on the DVD that recently came out. Gabby Hayes is a good sidekick, Lon Chaney is mean as always, and Randolph Scott a bit more cheerful than usual. In a film named Albuquerque you would expect to see something that would remind you of the city, but the town that is shown here could be just anywhere."
2,"First viewed this film when it came out. This is an excellent film for the amount of excitement it brings to the viewer. Sure, there are some mistakes in it, such as the weapons used, but that should not detract from the overall excellent story line (which is much like ""Objective Burma"", another excellent film). I believe that it was one of Gary Cooper's finest roles. Fit right in with his overall ""homespun"" personality. Like all films from this era (1950s) it portrayed the American Indian as the villain. History of the Seminole Wars shows just the opposite. But, if one can put that aside, then this is a highly enjoyable movie."
2,"I gather from some of the other comments I've read that the copy I have (on one of those Mill Creek 50 Movie Packs) is missing the first several minutes of the movie. And while it is still easy enough to get the gist of the plot, the background in those minutes would have been nice. That said, I doubt that those extra minutes would have saved this movie. A prominent but discredited doctor tricks a group of criminals onto a ship to continue his experiments on healing the criminal mind, but the criminals have other ideas when they decide to take over the ship. But the doctor also chooses to experiment on the normal person and a lady he presumes is guilty but is actually quite innocent. Things get out of control and go in various directions from here.  There isn't much going for this movie. It's not the worst I've seen, but relatively little happens and there is much more talk than seems fitting for the kind of action/horror movie this seems to want to be. An attempt at comic relief fails, also.  I don't consider the time I spent watching this a total waste of time, but it is the best use of an hour I've spent either."
2,"What makes this movie so wonderful is how good a job Robin Williams and Nathan Lane do as portraying loving, dedicated parents. Aside from the amazing soundtrack and the fun antics, it is their sheer goodness as human beings that stays in your head for a long time.  A fun thing to do is compare this movie to La Cage Aux Folles and see how different characters are interpreted differently. The son in the Birdcage is a much more complex character than the one in La Cage, and a lot of the movie is about him accepting his identity. The daughter, on the other hand, is much more of a three dimensional character in La Cage.  The other nice thing about this movie is that unlike in the original, you end up liking the girls parents to some extent. They actually do have a lot in common with the heroes. That isn't true in La Cage, where the girl's father seems to be almost sinister"
2,"Tripp is a man in his thirties who still lives with his parents. His parents hire Paula to get him to move out. The film manages the set-up, but forgets to fill in the romance.  Matthew McConaughey as Tripp is off-putting to watch, and his accent so thick it is often difficult to understand what he is saying  and baffling, since no one else in the film, including his parents, share his accent. As for the character, he isn't given a personality or any depth, except for a sledge-hammered back story about a dead fiancée, which is dropped in towards the end of the film. Paula (Sarah Jessica Parker) repeatedly mentions how sweet Tripp is, but this sweetness must be going on off screen, as on screen he is constantly a jerk. There is also no chemistry between McConaughey and Parker which makes the so-called romance hard to notice. If it is there at all.  Paula is given even less personality than Tripp. All we know about her is that she gets men to move out of their parents' home professionally. She only refers to Tripp in terms of the job, so when after about half an hour we have to be told Paula has feelings for Tripp, it is a surprise. It certainly isn't in the performance or the dialogue. It would help if we saw she doing her job before being hired in to help Tripp. As it is, it is very confusing how she is so successful since she utterly fails in every aspect of her job with Tripp. And realising she is failing in her job, she sleeps with Tripp  for money. She becomes a prostitute, and doesn't bat an eyelid. How is this not an important plot development?   The film generally doesn't make sense and the scenes in which Tripp is attacked by a chipmunk/dolphin/lizard seem to have wandered in from a different genre, and fail to amuse. However, the scene in which Kit, Paula's house-mate, tries to buy a gun is very funny, the only funny moment of the film, mainly due to the performance by the salesman (Rob Corddry).  As for the supporting cast, Kathy Bates as Tripp's mum hams it up and Zooey Deschanel as Paula's house-mate phones in her usual tediously bored performance  this is obviously her selling point, but strangely enough, a bored actor is boring to watch.  Basically, Failure To Launch is an entirely disengaging film and forgets to actually put any romance in between the set-up and the finale."
0,"Townies is the laziest movie I have ever seen, and I saw the Blair Witch movies (parts one and two). It seems confused in what it wants to be. It's not funny enough for comedy, it's not tragic enough for drama, it's not bloody enough for horror, and it's not good enough for watching. It has scenes of a man doing ""slapstick/bloody"" karate so I think, oh this movie will be in the vein of Toxic Avenger and Street Trash. Then it leaps without warning into a drama about a missing girl, a retarded (mentally handicap) woman and a trusting mother. Then it slaps itself into the ONLY good part in the movie which seems to be set up like a sitcom without the laugh tracks. The part I'm speaking of is a lonely TOWNIE who is so lonely he finds comfort in a rotting corpse. That was the ONLY part of the movie that gave me ANY feeling. The rest was a waist of my life. Then, just to show how CRUEL Wayne is there is a kind of DOCUMENTARY at the end of the film of Wayne (the Director) making fun of Toby (the star) in public. It made me sick. Even though Killer Nerd and Bride of Killer Nerd (two other movies by Wayne) aren't the best, they at least are thought out enough were you can stay entertained until the ending credits. I even like Killer Nerd a bit, it had some great lines I still use to this day.  If you like underground films, if you like overground films, and if you like to watch your feet, just resting were they are, you will not like TOWNIES!  *1/2 (out of ****)  "
2,"This Was probably the one of the best movies i've ever seen. It is a bit of everything eerie,scary,Psychological, and shocking. When i first saw the tcm i was on the edge of my seat. None of it's sequels can compare to the First tcm and, i heard there making a remake it will be nothing like the original.This was a very good movie and, i recommend it to anyone who's in for a real scare. 10/10"
2,"I wish the complete series would come out in Season boxes. I used to sit at home in my room every Sunday evening just before 7. Needing to watch this show. The UST between Kate and Geoff was mainly what kept me going, they are one of the best matched TV-couples I have ever seen. I liked the show less at the end when all the focus turned on 'what was happening in Coopers Crossing' in stead of the 'accident of the week'. Other than that I liked the series from start to end and whenever possible I watch every re-run there is on any channel I can get it... I think it's called an addiction :) I just bought the DVD with 8 episodes (the episodes around Geoff and Kate's wedding and of course the wedding itself) I can't get enough, I hope they bring out more episodes... PLEASE CRAWFORD PRODUCTIONS...."
2,"I attended the premiere of the movie, FOR THE BIBLE TELLS ME SO, at Sundance on January 21, 2007. It is a powerful movie that opens for discussion the impact of religious teaching on homosexuals in America. It gives support to those within the American public who know and deeply care for some gays in their lives and innately feel that God loves all his children and so should they. Every church congregation and Sunday School Class should see this movie as one audience and then have their own discussion. I believe the result would stimulate an acceptance not heretofore anticipated. The naturalness and obvious commitment of the films director and participants make the impact dramatically strong."
2,"It is a bad movie that gives wrong idea out to the public. There is no way that wasting taxpayer's money can be made to look funny. The guy is healthy educated guy and living on his parents money. And then he decides to live off tax payers' money like a parasite. That certainly does not count as funny.   Being a jury is a serious business. Making a comedy is a serious business. Unfortunately, the movie maker seems to care for neither. I would not recommend this movie to anyone. It is a waste of time.  The actors did a fairly fine job in the given scope. Story and direction failed the movie."
2,"This movie is so bad it's almost great, on the order of a SHOWGIRLS type fiasco. I recommend finding a copy in some bargain bin or video store and inviting a few sarcastic friends over for lots of laughs. Viewers are supposed to care about the couple (Pamela Sue Martin and Steve Railsback) but the creep-factor is so high whenever Railsback is on screen, it's hard not to shiver with repulsion and fear at him. He looks like he's going to turn into a zombie and eat Pamela Sue's head off at any moment. There is no way anyone like Pamela Sue's sweet and innocent character would get involved with the weirdo Railsback plays! Whoever cast this movie has some 'splainin' to do!  That said, watching the downward spiral of Railsback's character into the drug world is highly entertaining, if only because it brings him into contact with a sweating, primped, slick-haired, and fascinatingly evil Ian McShane. As usual, when McShane is on screen, you cannot take your eyes off him. He plays Railsback's drug contact - and as someone else said - would fit right in as a character in SCARFACE or THE SOPRANOS. He acts everybody out of the water in this one. Mcshane once said he'd 'rather be sh*t in a hit than a hit in sh*t."" Unfortunately, he was definitely the latter in TORCHLIGHT!"
2,"Wow, what a fascinating movie and different kind of film. One really can't get the full impact of this through a review. Anyone who has seen this, I think would agree with me on that.  If I had skipped over the credits and someone had told me Terrence Malick (Days Of Heaven, The New World, The Thin Red Line and Badlands) and directed this film, I would have believed it. Visually, this is his kind of film. I wonder if this movie inspired parts of his latest effort, The New World? There are a number of similarities. Black Robe has the same kind of beautiful and haunting images Malick's films possess but the director in this case is Bruce Bereford, the man who directed Driving Miss Daisy a couple of years before doing this film. DMD also is beautifully-filmed.  Black Robe is not just a piece of art. As great as it is visually, this is a powerful story of a well-intentioned Jesuit priest in the early 17th century who travels to ""New France"" (upstate New York/French Canadian territory) attempting to convert a few area tribes to Christianity. To unbelievers, that seems pushy but Biblically-speaking it is not. Jesus commanded his followers to do just that (Matt. 28:18-20) , so the priest is only doing what missionaries have done for centuries. He also is a good man, stays strong in his beliefs regardless of his own well-being and is a gentle soul. Kudos to the filmmakers for being fair to him.  The Algonquins and the Hurons are also shown with their beliefs, too, and their cultures which obviously were in contrast to the white European-based priest. All sides are shown fairly in this movie, with both positive and negative traits of all.  I was shocked at a few scenes in here, not expecting them as the film has such a gentle flow to it before anything dramatic happens. We see a few sexual scenes and then some brutal violence. The Hurons, particularly, do not want any invasion of their privacy and culture and are openly hostile to the priest and the Algonquins. The story transforms from a quiet Malick-type ""New World"" poetic piece to a violent, suspenseful film and the question is, will the ""good guys"" make it out alive?  The actors in here, perhaps, are not names most people outside Canada are familiar with, including me, but Lothaire Blueteau as Father Laforgue, Aden Young as his assistant ""Daniel"" and Sandrine Holt as Daniel's Algonguin lover ""Anuuka"" are all very, very good. All the characters in this film are very credible people, steadfast in their own beliefs and they come across as realistic people. Most films have unreal people with unrealistic dialog....but not in this movie.  Another big plus was the soundtrack: a lush, haunting score throughout.  Without spoiling the ending, or adding political/theological agendas my own, let me just add that if you enjoy a beautiful-looking movie which also has a thoughtful, haunting story with honest characters, you should check this out. Highly recommended."
2,"this is one of my all time favourites, it's up there with coogan, and, vic and bob  the comedy is so good. some of it is complex, some of it is more obvious, but every single thing in this programme, was thought out, and is comedy gold.  a lot of people don't like it, but really you need to have the right sense of humour, and understanding.  the characters are funny, the horror spoofs are funny, even the way it looks makes me laugh. it's just great.  the fact that there are only 6 episodes is a very sad thing.  i would love to see more, but i think they will leave it as a series that will go down in history to all the people with a great sense of humour, as prolonging the programme may ruin something legendary. however, i still think they should continue in some way, perhaps a new theme. ""garth marenghi's ....."". still with the same type of humour, still made the same way with the same people, put with a different setting, and characters.  anyway this ""garth marenghi's darkplace"" is one of the greatest comedies ever, and i will never forget it."
2,"I tried to spoil my girlfriend, who studies Japanese culture, with a film and it worked! Unagi (the Eal) tells a story of man who commits a 'crime passionelle' by murdering his wife. When he leaves prison the guards bring him 'his' eal. Under supervision of a local priest he tries to live a peaceful peasant-life in a place where nobody knows about his past; he becomes a barber, the eal is his friend ('they never say things you don't like..'). The situation changes when, on instigation of the priest, a girl starts assisting him in his shop. Inevitable his dilemma's come back...  I loved this film for it reminded me much of the films of the Dutch director/producer Alex van Warmerdam; the ordinary, tightly directed up to every detail, the sufficating dilemma's lightly woven thru. Modern drama at it's best!"
2,"Film can be the most fun.  One of the most interesting things about film is how we use them to work out who we are. I'm interested in certain notions of complex abstract reasoning, but the simpler, more obvious stuff is fun too. One of those ""simple"" things is national identity. And there is hardly a better case than how the British defined themselves during the great war. While France rolled over and most Europeans were left to define themselves as humans instead of citizens, the English really turned to film as a nation.  One of the most interesting appropriations was Sherlock Holmes. He has a singular importance in the history of literature, both in terms of placing a discoverer of story in the story, and in terms of being a representative of the (then) new notion that people are motivated and act rationally.  So any movie with Holmes in it, no matter how casual, is loaded, and this one is loaded by bulldozers. Holmes is transported from Victorian times to then modern times. His nemesis here is the guy who played his old opponent: Moriarty.   And there are other transpositions as well. Holmes' interest in science is transformed to a focus on technology, here microfilm, high tech for the time. And the action  after some homeland establishing shots (including a loving mother)  is transported from the UK to the US. And that's the interesting part, because when you are defining your nature, you have the choice by defining it against others.  In this case, we have a parade of American stereotypes. Since it was absolutely clear that the Americans were saving the Brits from extinction, this is done with less edge than usual. But we still have the bullmoose loud senator, the dippy but earnest girlie, the solid naval officer and such. These are woven around landmarks of Washington.  But one stereotype is particularly of interest. In the 40's in the US, black men were railroad porters. By a lucky accident, it was a way to earn decent money, be relatively cosmopolitan but still stay in a role of servitude. These were Jim Crow days in the US, a bad time, a time of canker. So depicting the necessary black man in this film was handled with some sensitivity. The British filmmakers followed the form of polite deference, but with less bowing and scraping than in an America movie of the era.   But check out who plays the black porter. He's George Muse, perhaps the least servile black man in the business at the time, someone who would go on to earn a doctorate. Someone who refused to give an inch on basic respect. I think the Brits in charge of production, who did the US portions in California with DC projected on screens behind, would have been amused. The savior of the world, with this huge blot.  Ted's Evaluation -- 2 of 3: Has some interesting elements."
1,"I have read the short story by Norman Maclean, and the movie did justice to Norman Maclean's writing. My husband tends to reread it occasionally, and I myself have read it over and scenes of the movie keeps coming to mind. We have videos of many of Redford s movies and we have watched ""A River runs through it"" many times. Redford is part of the ""famdamily"" as he is always around. We never get tired of Redford's perception of Norman Maclean writings, and the beauty of Montana. The script reminds me very much of my own upbringing as my father had the same calling as Mr. Maclean's father. According to ""A River Runs Through It,"" ""Methodists are Baptists who can read,"" a line which by the way is not in the short story, but I think that is a funny line! My husband and I are well-read Baptists!  I have heard a movie critic state that the pace of this movie is too slow. I disagree. As one search for inner peace, this is the type of movie that will make you contemplate the beauty of nature in three/four rhythm of the metronome. The photography is outstanding! The acting is great. I love the scene where Norman and Paul as boys talked and wondered whether one could be a fly fisher or a boxer! Then as adult Paul played by Brad Pitt (Se7ven) is the ""perfect guy"" who needs help with his alcoholism but will not accept it. The same applies to Neal Burns, who uses worms as bait, he also needed help but would not accept the fact that he needed help. The scene where Paul refuses to eat oatmeal and the entire family has to wait an eternity to say grace! Finally after hours, they all kneel around the table to say: ""Grace!"" and they all leave. But the oatmeal stayed on the plate! That scene where the two love birds and their tattoos on their posteriors! That is funny! The sunburn! The drive back home where Jessie Burns (Emily Lloyd) decides to go via the train line! Beautiful dialogue when Norman proposes to Jessie because he wants her to come to Chicago with him!  Redford himself does a superb job as a narrator. I could not stop myself from comparing Brad to the young Redford (Barefoot in the Park). The nominated Director, Producer, Actor, is a visionary who deserves to be praised for his advancement not only in the cinema in the US but around the world. I am glad to live in nineteen hundred because I have seen the beginning of the black and white television, the movies and all the technology and special effects, to be able to watch videos at home and to live in the same century as Redford because I have had the chance to see his works. Redford needs no special effects to show us the beauty of Montana in this masterpiece. The river to me means that line that separates life from death, memories and realities. Redford shows the hands of the Creator so magnificently and a river runs through it."
