key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
2010-08-08 13:12:13.0000001,10.9,2010-08-08 13:12:13 UTC,-73.977385,40.758089,-74.001467,40.720059,4
2012-02-21 12:13:11.0000009,16.5,2012-02-21 12:13:11 UTC,-74.010894,40.714426,-73.98337,40.756248,1
2013-07-27 23:20:00.000000228,20.5,2013-07-27 23:20:00 UTC,-73.98441,40.716667,-73.92223800000001,40.767286999999996,6
2011-12-02 19:50:13.0000003,7.3,2011-12-02 19:50:13 UTC,-73.9594,40.7703,-73.9663,40.7606,1
2015-06-27 22:06:57.0000001,9.0,2015-06-27 22:06:57 UTC,-73.99384307861328,40.714691162109375,-73.9970703125,40.71773147583008,3
2014-03-14 00:05:00.000000229,15.5,2014-03-14 00:05:00 UTC,-73.997507,40.721777,-74.000732,40.676375,1
2014-08-19 16:52:48.0000001,5.0,2014-08-19 16:52:48 UTC,-73.995087,40.760146,-73.982215,40.763185,1
2014-09-30 16:13:00.00000021,57.33,2014-09-30 16:13:00 UTC,-74.00775,40.741277000000004,-73.79029200000001,40.64676,2
2009-07-07 00:19:38.0000001,10.5,2009-07-07 00:19:38 UTC,-73.97998199999999,40.762695,-73.96255699999999,40.804685,1
2013-08-02 20:12:13.0000003,9.5,2013-08-02 20:12:13 UTC,-74.008117,40.748635,-74.01037,40.718968,3
2009-03-30 10:56:00.00000086,4.1,2009-03-30 10:56:00 UTC,-73.99093,40.765603000000006,-73.982563,40.770270000000004,1
2011-12-01 15:38:24.0000001,12.1,2011-12-01 15:38:24 UTC,-73.959546,40.767462,-73.993107,40.757670000000005,2
2013-11-24 20:54:00.000000162,7.0,2013-11-24 20:54:00 UTC,-73.971542,40.750487,-73.988967,40.72994,1
2010-04-15 21:12:39.0000001,4.9,2010-04-15 21:12:39 UTC,-73.97855600000001,40.724624,-73.988157,40.722875,1
2010-12-08 08:14:00.000000142,4.9,2010-12-08 08:14:00 UTC,-73.97930699999999,40.752832,-73.978403,40.758903000000004,1
2013-05-15 16:56:45.0000002,11.0,2013-05-15 16:56:45 UTC,-73.979658,40.758764,-73.95657,40.768108000000005,1
2013-07-11 21:10:00.00000060,5.5,2013-07-11 21:10:00 UTC,-73.97800699999999,40.74581,-73.98425,40.73341,2
2013-07-31 09:31:00.000000124,7.0,2013-07-31 09:31:00 UTC,-73.9894,40.756855,-73.992802,40.768221999999994,1
2010-03-22 14:59:45.0000001,3.7,2010-03-22 14:59:45 UTC,-73.961353,40.765069,-73.96051999999999,40.769931,1
2011-12-21 21:40:17.0000001,6.5,2011-12-21 21:40:17 UTC,-74.0098,40.7205,-74.009,40.7408,4
2012-05-21 11:37:42.0000002,15.3,2012-05-21 11:37:42 UTC,-73.99217,40.76432,-73.96621400000001,40.762562,1
2014-08-21 12:40:24.0000002,38.33,2014-08-21 12:40:24 UTC,-73.977151,40.776857,-73.861551,40.768274,1
2012-10-10 12:40:54.0000004,6.5,2012-10-10 12:40:54 UTC,-73.98075899999999,40.680704999999996,-73.989813,40.690149,1
2013-01-04 17:06:26.0000004,17.0,2013-01-04 17:06:26 UTC,-74.001311,40.75699,-73.948801,40.797008,1
2009-11-12 08:33:00.00000091,10.1,2009-11-12 08:33:00 UTC,-74.00095999999999,40.731835,-73.97434200000001,40.751058,1
2011-02-16 12:02:00.000000121,18.9,2011-02-16 12:02:00 UTC,-74.010163,40.708902,-73.987847,40.749225,5
2012-07-09 07:54:34.0000003,38.5,2012-07-09 07:54:34 UTC,-73.86256800000001,40.769065000000005,-74.008287,40.705275,1
2013-03-11 09:31:00.000000169,8.5,2013-03-11 09:31:00 UTC,-73.983518,40.748146999999996,-73.98987,40.725757,1
2014-11-06 23:10:00.000000202,7.0,2014-11-06 23:10:00 UTC,-73.97173000000001,40.75715,-73.98541,40.747,1
2014-12-13 18:37:00.00000089,8.5,2014-12-13 18:37:00 UTC,-73.983267,40.741622,-74.001337,40.731072,1
2009-01-27 11:55:16.0000002,7.7,2009-01-27 11:55:16 UTC,-73.991197,40.751257,-73.975178,40.750687,1
2010-12-03 22:08:47.0000002,5.7,2010-12-03 22:08:47 UTC,-74.0029,40.760422,-73.988729,40.761702,2
2013-12-14 02:04:00.000000200,4.5,2013-12-14 02:04:00 UTC,-73.98384,40.72957,-73.989737,40.725755,2
2012-03-12 06:57:20.0000002,7.7,2012-03-12 06:57:20 UTC,-73.957788,40.761912,-73.97675699999999,40.752140000000004,1
2013-01-17 23:42:16.0000001,45.0,2013-01-17 23:42:16 UTC,-73.999081,40.754489,-73.863401,40.667613,1
2013-05-25 02:42:55.0000002,8.0,2013-05-25 02:42:55 UTC,-73.99563,40.720940999999996,-73.961689,40.709742999999996,2
2009-08-26 15:59:53.0000001,4.5,2009-08-26 15:59:53 UTC,-73.991315,40.751183000000005,-74.003637,40.753584000000004,1
2012-01-18 13:52:00.00000031,5.7,2012-01-18 13:52:00 UTC,-73.978617,40.748468,-73.97588499999999,40.75505,2
2010-04-17 23:43:40.0000005,9.7,2010-04-17 23:43:40 UTC,-74.00209699999999,40.734732,-73.972335,40.756477000000004,2
2010-10-31 01:12:41.0000002,10.9,2010-10-31 01:12:41 UTC,-74.005771,40.736004,-73.989396,40.718013,1
2010-11-10 16:44:00.000000151,5.7,2010-11-10 16:44:00 UTC,-74.00721999999999,40.727557,-73.994682,40.750242,1
2014-01-18 23:03:00.000000100,4.0,2014-01-18 23:03:00 UTC,-74.005432,40.736957000000004,-73.99864000000001,40.744997,1
2009-08-20 13:25:00.00000063,4.9,2009-08-20 13:25:00 UTC,-73.989897,40.750725,-73.988952,40.755345,3
2009-10-01 06:43:42.0000001,31.2,2009-10-01 06:43:42 UTC,-73.975427,40.757115999999996,-73.86509000000001,40.770561,1
2009-10-06 18:24:14.0000005,13.3,2009-10-06 18:24:14 UTC,-73.98769899999999,40.757444,-73.99664399999999,40.719542,1
2011-05-09 13:06:40.0000001,8.9,2011-05-09 13:06:40 UTC,-74.008557,40.72074,-73.981338,40.728984000000004,1
2012-07-22 16:36:14.0000003,4.5,2012-07-22 16:36:14 UTC,-73.926383,40.808057,-73.93513,40.814371,1
2012-09-08 05:19:00.0000007,20.0,2012-09-08 05:19:00 UTC,-73.996222,40.738397,-73.945933,40.792682,2
2015-03-01 02:08:36.0000003,7.0,2015-03-01 02:08:36 UTC,-73.9864273071289,40.72238540649415,-73.99151611328125,40.73523330688477,1
2009-03-18 19:47:00.000000215,4.5,2009-03-18 19:47:00 UTC,-73.995892,40.74389,-74.004377,40.734933000000005,5
2012-09-10 14:39:00.00000023,16.5,2012-09-10 14:39:00 UTC,-73.988522,40.737147,-73.986408,40.776832,1
2011-11-01 09:52:40.0000001,12.9,2011-11-01 09:52:40 UTC,-73.98138399999999,40.780105999999996,-73.97135300000001,40.758763,1
2012-04-20 15:36:33.0000005,34.1,2012-04-20 15:36:33 UTC,-73.873254,40.773998999999996,-73.983536,40.762902000000004,1
2014-08-11 19:37:00.000000174,57.33,2014-08-11 19:37:00 UTC,-73.776477,40.64629,-73.776477,40.64629,2
2010-06-15 01:06:00.00000045,8.9,2010-06-15 01:06:00 UTC,-73.788498,40.654579999999996,-73.752772,40.6617,1
2014-02-07 22:43:37.0000002,13.0,2014-02-07 22:43:37 UTC,-73.98571700000001,40.767798,-73.959253,40.80919,1
2012-03-29 18:39:00.00000032,9.7,2012-03-29 18:39:00 UTC,-73.98011,40.75182,-73.950907,40.775948,1
2013-01-16 19:55:00.000000277,11.0,2013-01-16 19:55:00 UTC,-73.987055,40.744762,-74.007825,40.716325,3
2014-12-23 20:50:00.000000149,5.5,2014-12-23 20:50:00 UTC,-73.96770500000001,40.759890000000006,-73.95623,40.768088,1
2011-05-05 20:30:00.000000258,4.9,2011-05-05 20:30:00 UTC,-73.975245,40.763207,-73.96342800000001,40.770759999999996,1
2009-08-10 18:12:00.00000073,9.3,2009-08-10 18:12:00 UTC,-73.966555,40.769954999999996,-73.97153,40.74431,3
2010-04-16 20:35:21.0000004,8.5,2010-04-16 20:35:21 UTC,-73.944602,40.815676,-73.917888,40.806313,1
2013-01-31 22:14:00.00000013,4.5,2013-01-31 22:14:00 UTC,-73.985247,40.727532000000004,-73.97957199999999,40.735312,1
2011-10-10 07:32:00.00000027,11.3,2011-10-10 07:32:00 UTC,-73.974097,40.759454999999996,-74.009692,40.722595,1
2012-03-13 21:24:00.000000126,13.7,2012-03-13 21:24:00 UTC,-73.977078,40.750085,-74.01442,40.716932,1
2012-01-06 06:51:46.0000004,6.9,2012-01-06 06:51:46 UTC,-73.990062,40.756634000000005,-73.971327,40.758445,1
2012-07-31 07:20:31.0000001,8.1,2012-07-31 07:20:31 UTC,-73.91848900000001,40.754256,-73.969701,40.748919,1
2013-01-02 21:00:00.000000161,11.0,2013-01-02 21:00:00 UTC,-73.97426999999999,40.756035,-73.96899,40.785887,1
2011-07-06 08:56:49.0000005,6.9,2011-07-06 08:56:49 UTC,-73.967169,40.756601,-73.980451,40.756584000000004,2
2013-08-27 18:55:00.000000126,4.5,2013-08-27 18:55:00 UTC,-73.958917,40.77215,-73.956942,40.780182,2
2010-04-20 19:31:00.00000062,6.1,2010-04-20 19:31:00 UTC,-73.983305,40.748403,-73.99111500000001,40.765688,1
2011-01-22 23:24:00.000000210,7.7,2011-01-22 23:24:00 UTC,-73.96902299999999,40.785718,-73.992152,40.769104999999996,5
2011-08-15 20:36:40.0000002,12.9,2011-08-15 20:36:40 UTC,-73.95235100000001,40.789832000000004,-73.97233299999999,40.745006,1
2012-07-05 12:23:00.000000148,8.1,2012-07-05 12:23:00 UTC,-73.993822,40.732997,-73.9847,40.742632,1
2009-10-16 22:54:39.0000003,35.07,2009-10-16 22:54:39 UTC,-73.994618,40.739409,-73.93643900000001,40.629948,1
2010-08-30 19:58:00.0000001,12.1,2010-08-30 19:58:00 UTC,-73.99786800000001,40.713628,-73.98944499999999,40.756853,4
2011-08-04 18:39:50.0000001,9.3,2011-08-04 18:39:50 UTC,-73.981206,40.757788,-73.99431700000001,40.754246,1
2014-01-09 21:55:00.00000024,21.5,2014-01-09 21:55:00 UTC,-74.00156199999999,40.741032000000004,-73.95868,40.719377,1
2011-09-18 14:41:56.0000003,6.9,2011-09-18 14:41:56 UTC,-73.992014,40.764244,-73.981024,40.781859000000004,2
2014-01-30 21:38:00.000000111,10.0,2014-01-30 21:38:00 UTC,-73.98205300000001,40.773309999999995,-73.955055,40.781017,1
2014-09-03 15:29:00.00000047,8.5,2014-09-03 15:29:00 UTC,-73.999112,40.72521,-74.007372,40.740927,1
2015-02-22 12:46:09.0000005,26.5,2015-02-22 12:46:09 UTC,-74.01361846923827,40.71653366088867,-73.94696807861328,40.77207565307617,1
2010-08-08 16:47:00.000000138,4.5,2010-08-08 16:47:00 UTC,-73.97586700000001,40.760282000000004,-73.980965,40.753368,5
2011-09-10 23:51:43.0000003,6.9,2011-09-10 23:51:43 UTC,-73.983855,40.744069,-74.005639,40.740089000000005,3
2010-03-12 13:30:00.00000044,6.5,2010-03-12 13:30:00 UTC,-73.973112,40.761903000000004,-73.952725,40.766447,1
2010-10-26 15:25:00.00000051,4.9,2010-10-26 15:25:00 UTC,-73.947062,40.784043,-73.951198,40.772092,1
2011-04-24 21:06:14.0000001,13.3,2011-04-24 21:06:14 UTC,-74.002185,40.719516999999996,-73.974876,40.756321,4
2011-06-20 14:52:22.0000004,18.5,2011-06-20 14:52:22 UTC,-73.99789200000001,40.724297,-73.97757800000001,40.786941,1
2012-11-18 15:58:00.000000141,8.0,2012-11-18 15:58:00 UTC,-73.972767,40.793496999999995,-73.95949499999999,40.780095,1
2013-10-15 07:48:17.0000001,5.5,2013-10-15 07:48:17 UTC,-73.989863,40.734053,-73.979853,40.744464,1
2012-04-19 19:11:35.0000005,28.1,2012-04-19 19:11:35 UTC,-73.863763,40.769938,-74.00032,40.71624,1
2012-04-30 14:56:33.0000004,6.5,2012-04-30 14:56:33 UTC,-73.976558,40.759555,-73.983238,40.766241,1
2009-10-15 19:30:00.000000263,12.9,2009-10-15 19:30:00 UTC,-73.98362,40.767035,-73.985725,40.727759999999996,1
2010-10-20 18:19:41.0000003,4.1,2010-10-20 18:19:41 UTC,-73.96954000000001,40.760876,-73.975164,40.752973,1
2011-02-07 08:39:21.0000005,10.5,2011-02-07 08:39:21 UTC,-73.964999,40.806719,-73.958495,40.784222,1
2011-06-14 23:51:00.00000082,12.1,2011-06-14 23:51:00 UTC,-73.98340300000001,40.726223,-73.999103,40.761795,1
2011-06-22 23:45:19.0000003,13.7,2011-06-22 23:45:19 UTC,-73.981527,40.724907,-73.949038,40.72631,1
2012-06-06 15:05:32.0000002,16.1,2012-06-06 15:05:32 UTC,-73.954942,40.789074,-73.984561,40.748882,1
2014-08-25 20:37:22.0000001,3.0,2014-08-25 20:37:22 UTC,-74.00747199999999,40.74088,-74.00895899999999,40.738234000000006,1
2010-12-15 22:18:27.0000003,8.5,2010-12-15 22:18:27 UTC,-73.985287,40.773551,-73.96431899999999,40.809258,1
2015-04-01 22:29:31.0000003,13.5,2015-04-01 22:29:31 UTC,-73.96198272705078,40.7636833190918,-73.99638366699219,40.73807907104492,1
2011-10-17 18:58:23.0000001,4.9,2011-10-17 18:58:23 UTC,-73.992414,40.74972,-73.995103,40.750485,1
2012-03-15 20:31:31.0000001,4.9,2012-03-15 20:31:31 UTC,-73.97164000000001,40.766172,-73.96069200000001,40.76807,1
2014-11-24 02:46:00.00000011,27.0,2014-11-24 02:46:00 UTC,-74.008827,40.710565,-73.92766,40.759892,1
2014-03-12 13:13:14.0000002,6.0,2014-03-12 13:13:14 UTC,-73.977032,40.750545,-73.990488,40.737204999999996,1
2015-01-10 21:18:25.0000001,5.5,2015-01-10 21:18:25 UTC,-73.9844970703125,40.728797912597656,-73.98408508300781,40.72538375854492,1
2011-09-25 14:09:00.000000182,24.9,2011-09-25 14:09:00 UTC,-73.99467299999999,40.750316999999995,-73.94584300000001,40.835722,2
2015-03-22 14:23:12.0000004,22.5,2015-03-22 14:23:12 UTC,-73.96234130859375,40.77907180786133,-74.00598907470702,40.70943832397461,4
2013-01-15 16:02:57.0000007,15.0,2013-01-15 16:02:57 UTC,-73.983491,40.734315,-73.956837,40.7042,1
2013-11-20 16:58:00.000000156,13.0,2013-11-20 16:58:00 UTC,-73.988382,40.764137,-73.99152,40.7502,1
2009-02-16 07:40:14.0000002,14.5,2009-02-16 07:40:14 UTC,-73.948872,40.807601,-73.937218,40.767365999999996,1
2009-02-27 17:39:00.000000125,8.1,2009-02-27 17:39:00 UTC,-73.99287700000001,40.742668,-73.983468,40.747479999999996,1
2009-11-05 00:57:13.0000001,15.7,2009-11-05 00:57:13 UTC,-74.00412800000001,40.733121000000004,-73.96611700000001,40.677112,1
2010-12-11 01:55:00.00000022,10.5,2010-12-11 01:55:00 UTC,-73.997677,40.722583,-73.992827,40.679183,2
2012-02-12 15:18:00.000000197,45.0,2012-02-12 15:18:00 UTC,-73.969852,40.750962,-73.781802,40.648527,1
2009-12-29 09:44:01.0000001,4.1,2009-12-29 09:44:01 UTC,-73.973141,40.785315000000004,-73.980153,40.775721000000004,1
2010-04-27 20:20:00.000000200,23.7,2010-04-27 20:20:00 UTC,-74.00532199999999,40.650103,-73.859852,40.711942,1
2010-04-27 20:20:00.000000211,9.3,2010-04-27 20:20:00 UTC,-73.97785,40.729675,-74.005877,40.725813,1
2012-09-23 02:57:00.00000030,24.5,2012-09-23 02:57:00 UTC,-73.995145,40.749812,-73.940478,40.718662,3
2009-11-20 09:09:00.000000214,7.3,2009-11-20 09:09:00 UTC,-73.958437,40.772909999999996,-73.974257,40.755255,1
2009-12-16 22:00:00.00000065,10.1,2009-12-16 22:00:00 UTC,-73.969813,40.763205,-73.99266800000001,40.721371999999995,2
2010-03-23 14:52:16.0000004,3.7,2010-03-23 14:52:16 UTC,-73.995863,40.744098,-73.990998,40.741071000000005,1
2010-05-08 16:17:04.0000006,9.7,2010-05-08 16:17:04 UTC,-73.990431,40.757773,-73.972639,40.763474,1
2010-10-22 02:24:53.0000001,6.1,2010-10-22 02:24:53 UTC,-73.984433,40.771084,-73.984433,40.771084,1
2011-05-07 15:12:32.0000003,49.8,2011-05-07 15:12:32 UTC,-73.782235,40.644690999999995,-73.973344,40.738062,2
2011-10-14 12:20:00.00000051,4.9,2011-10-14 12:20:00 UTC,-73.952797,40.780497,-73.955042,40.788527,5
2011-11-08 07:14:00.0000004,7.7,2011-11-08 07:14:00 UTC,-73.98729,40.739077,-74.008045,40.712154999999996,1
2013-07-19 18:55:00.000000129,31.83,2013-07-19 18:55:00 UTC,-73.865875,40.77044,-73.979228,40.749225,1
2014-05-17 13:12:55.0000005,5.0,2014-05-17 13:12:55 UTC,-73.981422,40.762434000000006,-73.983398,40.766286,2
2010-11-24 12:46:52.0000001,4.5,2010-11-24 12:46:52 UTC,-73.962681,40.775646,-73.95743399999999,40.777766,1
2011-03-30 12:22:32.0000002,6.9,2011-03-30 12:22:32 UTC,-73.96669200000001,40.789004,-73.959358,40.809018,1
2014-02-16 09:05:34.0000002,12.5,2014-02-16 09:05:34 UTC,-73.996905,40.756151,-73.954566,40.779942999999996,1
2014-12-04 15:23:00.00000011,13.5,2014-12-04 15:23:00 UTC,-73.982325,40.772905,-73.96529699999999,40.75908,6
2013-04-01 12:44:00.000000104,9.5,2013-04-01 12:44:00 UTC,-73.956678,40.775412,-73.97728199999999,40.757577000000005,1
2012-02-23 06:21:00.00000021,6.1,2012-02-23 06:21:00 UTC,-73.989675,40.756102,-73.970548,40.763163,1
2013-10-10 05:53:00.00000027,4.5,2013-10-10 05:53:00 UTC,-73.968897,40.798707,-73.96673299999999,40.793995,1
2009-11-26 03:52:00.00000042,6.5,2009-11-26 03:52:00 UTC,-73.984258,40.76014,-73.99738,40.749263,1
2010-04-01 10:07:00.000000224,7.3,2010-04-01 10:07:00 UTC,-73.963465,40.774312,-73.9834,40.766892999999996,1
2010-05-22 19:26:00.00000016,7.7,2010-05-22 19:26:00 UTC,-73.96971500000001,40.75779,-73.99134000000001,40.750122999999995,1
2010-09-26 01:55:00.00000020,7.7,2010-09-26 01:55:00 UTC,-73.9957,40.764427000000005,-73.992148,40.744787,2
2010-09-29 00:57:00.00000071,8.9,2010-09-29 00:57:00 UTC,-73.991738,40.744403000000005,-73.959888,40.769403000000004,2
2012-03-20 17:34:00.000000173,10.5,2012-03-20 17:34:00 UTC,-73.978193,40.751915000000004,-74.004858,40.751853000000004,1
2012-12-23 03:45:48.0000004,6.0,2012-12-23 03:45:48 UTC,-73.956829,40.72098,-73.957186,40.732846,1
2013-06-12 17:04:53.0000003,5.0,2013-06-12 17:04:53 UTC,-73.974776,40.771861,-73.980998,40.770901,1
2013-06-27 10:52:00.000000187,8.0,2013-06-27 10:52:00 UTC,-73.962843,40.76655,-73.947115,40.771767,1
2011-08-25 07:35:23.0000001,13.3,2011-08-25 07:35:23 UTC,-73.94780899999999,40.782872,-73.988676,40.741282,1
2011-12-08 00:13:47.0000002,2.9,2011-12-08 00:13:47 UTC,-73.97988199999999,40.758655,-73.977834,40.762103,1
2009-04-25 13:08:00.000000119,25.450000000000006,2009-04-25 13:08:00 UTC,-73.99055,40.745908,-73.885363,40.771893,1
2012-11-28 21:33:33.0000006,4.5,2012-11-28 21:33:33 UTC,-73.966639,40.764331,-73.959307,40.767477,1
2013-06-09 23:15:06.0000002,9.0,2013-06-09 23:15:06 UTC,-74.002078,40.739959999999996,-73.97913299999999,40.749912,2
2010-07-21 16:39:00.000000162,4.1,2010-07-21 16:39:00 UTC,-73.954595,40.778175,-73.952698,40.785715,1
2012-03-16 07:52:00.000000155,5.3,2012-03-16 07:52:00 UTC,-73.960797,40.818232,-73.953255,40.810163,1
2015-05-02 23:49:41.0000002,5.5,2015-05-02 23:49:41 UTC,-73.98070526123048,40.77486038208008,-73.9918441772461,40.76394653320313,1
2012-11-28 08:30:00.000000119,18.0,2012-11-28 08:30:00 UTC,-74.006052,40.748616999999996,-73.96289200000001,40.8042,1
2013-09-30 13:11:00.000000148,4.5,2013-09-30 13:11:00 UTC,-73.947355,40.764565000000005,-73.952475,40.758697,1
2014-10-22 08:12:00.000000181,6.0,2014-10-22 08:12:00 UTC,-73.99686,40.72311,-74.00537,40.73235,1
2010-09-09 14:22:00.000000170,8.1,2010-09-09 14:22:00 UTC,-73.96226,40.759743,-73.953148,40.770363,2
2013-02-14 19:35:44.0000005,9.5,2013-02-14 19:35:44 UTC,-74.005739,40.740252000000005,-74.011023,40.716266999999995,1
2014-07-19 04:42:00.00000041,5.5,2014-07-19 04:42:00 UTC,-73.990532,40.719085,-73.990532,40.719085,1
2014-10-15 09:43:35.0000003,23.0,2014-10-15 09:43:35 UTC,-73.95846999999999,40.765569,-73.99054699999999,40.693534,1
2009-01-24 22:53:01.0000002,6.6,2009-01-24 22:53:01 UTC,-73.99402099999999,40.751290000000004,-73.97253,40.749632,1
2009-03-15 02:15:39.0000002,53.0,2009-03-15 02:15:39 UTC,-73.993309,40.719976,-74.040465,40.725234,1
2009-06-29 11:45:00.000000138,15.3,2009-06-29 11:45:00 UTC,-73.9757,40.751598,-74.0163,40.704696999999996,1
2010-11-25 00:41:00.000000125,6.1,2010-11-25 00:41:00 UTC,-73.992275,40.734648,-74.003982,40.747582,5
2011-08-08 09:59:00.00000093,7.3,2011-08-08 09:59:00 UTC,-73.96252,40.776573,-73.975502,40.757275,1
2013-12-23 13:52:00.000000163,30.83,2013-12-23 13:52:00 UTC,-73.952607,40.776032,-73.86111700000001,40.767782000000004,1
2012-07-05 00:29:21.0000002,6.5,2012-07-05 00:29:21 UTC,-73.988026,40.765026,-73.975303,40.787134,2
2014-01-18 15:23:00.00000094,4.5,2014-01-18 15:23:00 UTC,-73.96421,40.77061,-73.96993,40.762597,1
2015-01-11 11:09:26.0000006,5.5,2015-01-11 11:09:26 UTC,-73.98262023925781,40.74237060546875,-73.99588012695312,40.73276138305664,6
2009-01-03 13:27:00.00000051,3.7,2009-01-03 13:27:00 UTC,-73.963823,40.774163,-73.95764799999999,40.782628,1
2010-12-04 23:56:00.00000034,4.1,2010-12-04 23:56:00 UTC,-73.9784,40.783223,-73.98173,40.778902,1
2012-03-07 09:29:44.0000003,3.3,2012-03-07 09:29:44 UTC,-73.965352,40.769132,-73.96795300000001,40.76573,1
2012-10-13 02:31:22.0000001,31.5,2012-10-13 02:31:22 UTC,-74.007458,40.726242,-73.870459,40.762648999999996,1
2013-04-18 20:48:24.0000004,7.0,2013-04-18 20:48:24 UTC,-73.995001,40.760205,-73.986058,40.778839000000005,1
2011-11-11 04:06:20.0000003,9.7,2011-11-11 04:06:20 UTC,-74.002499,40.733321999999994,-73.966174,40.765409000000005,1
2012-05-26 01:15:11.0000003,12.1,2012-05-26 01:15:11 UTC,-73.987243,40.722409999999996,-73.97162,40.761990000000004,1
2013-06-06 16:32:59.0000004,10.5,2013-06-06 16:32:59 UTC,-73.952881,40.783467,-73.957899,40.770332,2
2010-11-09 14:41:00.000000217,4.5,2010-11-09 14:41:00 UTC,-74.00060699999999,40.732278,-73.991617,40.73513,1
2011-03-03 14:15:00.00000068,8.1,2011-03-03 14:15:00 UTC,-73.95199000000001,40.77783,-73.960187,40.765442,1
2011-11-24 04:23:08.0000002,4.9,2011-11-24 04:23:08 UTC,-73.99244499999999,40.721134,-73.981646,40.714442,4
2013-05-30 10:54:32.0000002,8.5,2013-05-30 10:54:32 UTC,-73.98932099999999,40.757413,-73.968748,40.761164,1
2014-01-27 16:04:00.000000150,7.0,2014-01-27 16:04:00 UTC,-73.9555,40.781842,-73.970527,40.783687,1
2014-07-01 13:16:00.000000158,5.5,2014-07-01 13:16:00 UTC,-73.974778,40.7831,-73.98570500000001,40.778307,1
2009-04-08 07:37:00.000000134,4.9,2009-04-08 07:37:00 UTC,-74.001212,40.74134,-73.986977,40.740538,1
2009-06-09 17:02:35.0000002,6.1,2009-06-09 17:02:35 UTC,-73.987769,40.750038,-73.980449,40.761697999999996,3
2010-05-03 20:30:32.0000004,7.3,2010-05-03 20:30:32 UTC,-73.976538,40.755762,-73.959461,40.763329,1
2011-05-25 22:41:33.0000003,12.1,2011-05-25 22:41:33 UTC,-73.983548,40.726099,-73.984399,40.691472,3
2009-05-13 07:43:00.00000027,6.9,2009-05-13 07:43:00 UTC,-73.981818,40.783335,-73.96748000000001,40.803038,1
2009-06-24 19:42:01.0000001,13.7,2009-06-24 19:42:01 UTC,-74.001837,40.732437,-73.957734,40.769518,1
2011-06-06 13:16:00.000000148,3.3,2011-06-06 13:16:00 UTC,-73.972987,40.7904,-73.96814,40.797218,1
2013-08-13 22:05:00.00000039,5.5,2013-08-13 22:05:00 UTC,-73.984833,40.724207,-73.986985,40.733497,1
2014-04-16 19:14:55.0000007,11.5,2014-04-16 19:14:55 UTC,-73.982912,40.76426,-73.99040699999999,40.750690000000006,1
2015-05-23 21:29:14.0000001,4.5,2015-05-23 21:29:14 UTC,-73.98357391357422,40.76544189453125,-73.9754638671875,40.76521682739258,1
2010-05-27 01:32:00.00000012,16.1,2010-05-27 01:32:00 UTC,-73.98149699999999,40.776205,-74.01464,40.708183,1
2011-06-01 22:39:35.0000001,11.7,2011-06-01 22:39:35 UTC,-73.992091,40.748239,-73.952414,40.772895,1
2014-09-22 17:08:00.00000051,9.0,2014-09-22 17:08:00 UTC,-73.99801,40.75608,-73.98273,40.773340000000005,1
2009-11-27 14:39:33.0000001,6.5,2009-11-27 14:39:33 UTC,-73.964714,40.769757,-73.982117,40.774972999999996,1
2013-03-23 12:37:00.000000107,5.0,2013-03-23 12:37:00 UTC,-74.000407,40.714337,-74.00050300000001,40.718452,1
2009-01-17 19:51:14.0000006,6.1,2009-01-17 19:51:14 UTC,-73.955641,40.772606,-73.971135,40.755318,1
2013-08-17 22:34:59.0000003,12.0,2013-08-17 22:34:59 UTC,-73.991512,40.726929,-73.977929,40.763073999999996,1
2014-11-02 21:21:45.0000005,8.5,2014-11-02 21:21:45 UTC,-73.980556,40.748284000000005,-73.999545,40.728621999999994,1
2015-01-17 21:00:44.0000001,9.0,2015-01-17 21:00:44 UTC,-73.9662857055664,40.76172637939453,-73.96056365966798,40.7702751159668,1
2010-04-02 03:08:00.00000051,13.3,2010-04-02 03:08:00 UTC,-73.992338,40.724154999999996,-73.931653,40.699268,1
2010-04-16 21:07:02.0000002,9.7,2010-04-16 21:07:02 UTC,-73.99171,40.758915,-73.988093,40.733613,1
2012-03-04 22:43:44.0000003,5.3,2012-03-04 22:43:44 UTC,-73.99716,40.742155,-74.005573,40.726273,1
2012-07-10 09:37:00.000000160,10.5,2012-07-10 09:37:00 UTC,-73.983825,40.738307,-73.957293,40.766155,1
2009-06-21 18:56:00.000000158,8.9,2009-06-21 18:56:00 UTC,-74.004737,40.751987,-73.974168,40.743227000000005,5
2010-03-10 07:55:47.0000004,13.7,2010-03-10 07:55:47 UTC,-73.99239200000001,40.71515,-73.971869,40.688143,1
2010-09-13 08:48:21.0000002,8.1,2010-09-13 08:48:21 UTC,-73.97515200000001,40.756832,-73.965323,40.765873,1
2011-06-22 21:44:45.0000002,10.9,2011-06-22 21:44:45 UTC,-74.014483,40.71451,-73.982215,40.740178,1
2010-01-23 12:39:00.000000173,6.1,2010-01-23 12:39:00 UTC,-73.986405,40.745185,-73.989025,40.752668,1
2011-03-16 17:05:00.000000123,4.9,2011-03-16 17:05:00 UTC,-73.964922,40.764382,-73.954068,40.778877,1
2011-10-07 12:24:00.000000201,5.7,2011-10-07 12:24:00 UTC,-73.971523,40.75743,-73.98203000000001,40.744883,2
2012-10-05 13:34:41.0000002,6.0,2012-10-05 13:34:41 UTC,-73.95686500000001,40.774874,-73.955842,40.784669,1
